region1,region2,ratio,common,first
Czechoslovakia-cseh,Finland,0.06722689075630252,16,8.5
Finland,Czechoslovakia-cseh,0.36363636363636365,16,7.5
Czechoslovakia-cseh,France,0.12605042016806722,30,14.5
France,Czechoslovakia-cseh,0.3225806451612903,30,15.5
Czechoslovakia-cseh,GDR,0.36554621848739494,87,40
GDR,Czechoslovakia-cseh,0.3466135458167331,87,47
Czechoslovakia-cseh,Greece,0.01680672268907563,4,3.5
Greece,Czechoslovakia-cseh,1,4,0.5
Czechoslovakia-cseh,Hungary,0.18487394957983194,44,20.5
Hungary,Czechoslovakia-cseh,0.30344827586206896,44,23.5
Czechoslovakia-cseh,India,0,0,0
India,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Iran,0.008403361344537815,2,0
Iran,Czechoslovakia-cseh,0.6666666666666666,2,2
Czechoslovakia-cseh,Israel,0.02100840336134454,5,4
Israel,Czechoslovakia-cseh,0.17857142857142858,5,1
Czechoslovakia-cseh,Italy,0.07142857142857142,17,7.5
Italy,Czechoslovakia-cseh,0.2833333333333333,17,9.5
Czechoslovakia-cseh,Japan,0.029411764705882353,7,5
Japan,Czechoslovakia-cseh,0.4117647058823529,7,2
Czechoslovakia-cseh,Malaysia,0,0,0
Malaysia,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Mexico,0.008403361344537815,2,1
Mexico,Czechoslovakia-cseh,1,2,1
Czechoslovakia-cseh,Mongolia,0.008403361344537815,2,1
Mongolia,Czechoslovakia-cseh,0.6666666666666666,2,1
Czechoslovakia-cseh,Netherlands,0.037815126050420166,9,4
Netherlands,Czechoslovakia-cseh,0.20454545454545456,9,5
Czechoslovakia-cseh,Norway,0.025210084033613446,6,3
Norway,Czechoslovakia-cseh,0.3,6,3
Czechoslovakia-cseh,Poland,0.3445378151260504,82,39.5
Poland,Czechoslovakia-cseh,0.35964912280701755,82,42.5
Czechoslovakia-cseh,Portugal,0.008403361344537815,2,2
Portugal,Czechoslovakia-cseh,0.5,2,0
Czechoslovakia-cseh,Romania,0.19747899159663865,47,22.5
Romania,Czechoslovakia-cseh,0.29559748427672955,47,24.5
Czechoslovakia-cseh,Singapore,0,0,0
Singapore,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,South Korea,0,0,0
South Korea,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Spain,0.04201680672268908,10,6.5
Spain,Czechoslovakia-cseh,0.14705882352941177,10,3.5
Czechoslovakia-cseh,Sweden,0.058823529411764705,14,7.5
Sweden,Czechoslovakia-cseh,0.3181818181818182,14,6.5
Czechoslovakia-cseh,Switzerland,0.012605042016806723,3,1
Switzerland,Czechoslovakia-cseh,0.13043478260869565,3,2
Czechoslovakia-cseh,Turkey,0.025210084033613446,6,4
Turkey,Czechoslovakia-cseh,0.1935483870967742,6,2
Czechoslovakia-cseh,UK,0.0546218487394958,13,9
UK,Czechoslovakia-cseh,0.40625,13,4
Czechoslovakia-cseh,USA,0.037815126050420166,9,6
USA,Czechoslovakia-cseh,0.23684210526315788,9,3
Czechoslovakia-cseh,USSR-altaji,0.004201680672268907,1,1
USSR-altaji,Czechoslovakia-cseh,1,1,0
Czechoslovakia-cseh,USSR-azerbajdzsán,0.012605042016806723,3,2
USSR-azerbajdzsán,Czechoslovakia-cseh,0.42857142857142855,3,1
Czechoslovakia-cseh,USSR-csuvas,0.004201680672268907,1,1
USSR-csuvas,Czechoslovakia-cseh,1,1,0
Czechoslovakia-cseh,USSR-fehérorosz,0.004201680672268907,1,1
USSR-fehérorosz,Czechoslovakia-cseh,0.16666666666666666,1,0
Czechoslovakia-cseh,USSR-finn,0.004201680672268907,1,1
USSR-finn,Czechoslovakia-cseh,1,1,0
Czechoslovakia-cseh,USSR-grúz,0.04201680672268908,10,9.5
USSR-grúz,Czechoslovakia-cseh,0.38461538461538464,10,0.5
Czechoslovakia-cseh,USSR-kazah,0.02100840336134454,5,5
USSR-kazah,Czechoslovakia-cseh,0.625,5,0
Czechoslovakia-cseh,USSR-kirgiz,0.008403361344537815,2,2
USSR-kirgiz,Czechoslovakia-cseh,0.6666666666666666,2,0
Czechoslovakia-cseh,USSR-lett,0.06302521008403361,15,13.5
USSR-lett,Czechoslovakia-cseh,0.5555555555555556,15,1.5
Czechoslovakia-cseh,USSR-litván,0.06722689075630252,16,10
USSR-litván,Czechoslovakia-cseh,0.4444444444444444,16,6
Czechoslovakia-cseh,USSR-moldva,0.012605042016806723,3,3
USSR-moldva,Czechoslovakia-cseh,0.375,3,0
Czechoslovakia-cseh,USSR-orosz,0.24369747899159663,58,32.5
USSR-orosz,Czechoslovakia-cseh,0.28019323671497587,58,25.5
Czechoslovakia-cseh,USSR-tadzsik,0.008403361344537815,2,1
USSR-tadzsik,Czechoslovakia-cseh,0.4,2,1
Czechoslovakia-cseh,USSR-türkmén,0.012605042016806723,3,2
USSR-türkmén,Czechoslovakia-cseh,0.75,3,1
Czechoslovakia-cseh,USSR-udmurt,0.004201680672268907,1,1
USSR-udmurt,Czechoslovakia-cseh,1,1,0
Czechoslovakia-cseh,USSR-ukrán,0.10504201680672269,25,18.5
USSR-ukrán,Czechoslovakia-cseh,0.44642857142857145,25,6.5
Czechoslovakia-cseh,USSR-észt,0.05042016806722689,12,6.5
USSR-észt,Czechoslovakia-cseh,0.4,12,5.5
Czechoslovakia-cseh,USSR-örmény,0.029411764705882353,7,6
USSR-örmény,Czechoslovakia-cseh,0.4375,7,1
Czechoslovakia-cseh,USSR-üzbég,0.01680672268907563,4,4
USSR-üzbég,Czechoslovakia-cseh,0.5,4,0
Czechoslovakia-cseh,Venezuela,0,0,0
Venezuela,Czechoslovakia-cseh,0,0,0
Czechoslovakia-cseh,Vietnam,0.012605042016806723,3,2
Vietnam,Czechoslovakia-cseh,1,3,1
Czechoslovakia-cseh,Yugoslavia,0.15966386554621848,38,19
Yugoslavia,Czechoslovakia-cseh,0.296875,38,19
Czechoslovakia-szlovák,Czechoslovakia-szlovák,NA,NA,NA
Czechoslovakia-szlovák,Denmark,0.003484320557491289,1,0
Denmark,Czechoslovakia-szlovák,0.0625,1,1
Czechoslovakia-szlovák,Egypt,0.003484320557491289,1,1
Egypt,Czechoslovakia-szlovák,0.25,1,0
Czechoslovakia-szlovák,Federal Republic of Germany,0.09407665505226481,27,9
Federal Republic of Germany,Czechoslovakia-szlovák,0.16463414634146342,27,18
Czechoslovakia-szlovák,Finland,0.03484320557491289,10,6
Finland,Czechoslovakia-szlovák,0.22727272727272727,10,4
Czechoslovakia-szlovák,France,0.08013937282229965,23,8.5
France,Czechoslovakia-szlovák,0.24731182795698925,23,14.5
Czechoslovakia-szlovák,GDR,0.2682926829268293,77,35
GDR,Czechoslovakia-szlovák,0.30677290836653387,77,42
Czechoslovakia-szlovák,Greece,0.013937282229965157,4,4
Greece,Czechoslovakia-szlovák,1,4,0
Czechoslovakia-szlovák,Hungary,0.1602787456445993,46,22
Hungary,Czechoslovakia-szlovák,0.31724137931034485,46,24
Czechoslovakia-szlovák,India,0,0,0
India,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,Iran,0.006968641114982578,2,1.5
Iran,Czechoslovakia-szlovák,0.6666666666666666,2,0.5
Czechoslovakia-szlovák,Israel,0.013937282229965157,4,4
Israel,Czechoslovakia-szlovák,0.14285714285714285,4,0
Czechoslovakia-szlovák,Italy,0.04529616724738676,13,8
Italy,Czechoslovakia-szlovák,0.21666666666666667,13,5
Czechoslovakia-szlovák,Japan,0.020905923344947737,6,4.5
Japan,Czechoslovakia-szlovák,0.35294117647058826,6,1.5
Czechoslovakia-szlovák,Malaysia,0,0,0
Malaysia,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,Mexico,0.003484320557491289,1,0
Mexico,Czechoslovakia-szlovák,0.5,1,1
Czechoslovakia-szlovák,Mongolia,0.003484320557491289,1,0.5
Mongolia,Czechoslovakia-szlovák,0.3333333333333333,1,0.5
Czechoslovakia-szlovák,Netherlands,0.0313588850174216,9,6.5
Netherlands,Czechoslovakia-szlovák,0.20454545454545456,9,2.5
Czechoslovakia-szlovák,Norway,0.013937282229965157,4,2
Norway,Czechoslovakia-szlovák,0.2,4,2
Czechoslovakia-szlovák,Poland,0.21951219512195122,63,32.5
Poland,Czechoslovakia-szlovák,0.27631578947368424,63,30.5
Czechoslovakia-szlovák,Portugal,0.010452961672473868,3,1
Portugal,Czechoslovakia-szlovák,0.75,3,2
Czechoslovakia-szlovák,Romania,0.14982578397212543,43,29
Romania,Czechoslovakia-szlovák,0.27044025157232704,43,14
Czechoslovakia-szlovák,Singapore,0,0,0
Singapore,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,South Korea,0,0,0
South Korea,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,Spain,0.041811846689895474,12,7.5
Spain,Czechoslovakia-szlovák,0.17647058823529413,12,4.5
Czechoslovakia-szlovák,Sweden,0.041811846689895474,12,5.5
Sweden,Czechoslovakia-szlovák,0.2727272727272727,12,6.5
Czechoslovakia-szlovák,Switzerland,0.020905923344947737,6,4
Switzerland,Czechoslovakia-szlovák,0.2608695652173913,6,2
Czechoslovakia-szlovák,Turkey,0.020905923344947737,6,1.5
Turkey,Czechoslovakia-szlovák,0.1935483870967742,6,4.5
Czechoslovakia-szlovák,UK,0.027874564459930314,8,3.5
UK,Czechoslovakia-szlovák,0.25,8,4.5
Czechoslovakia-szlovák,USA,0.024390243902439025,7,4
USA,Czechoslovakia-szlovák,0.18421052631578946,7,3
Czechoslovakia-szlovák,USSR-altaji,0,0,0
USSR-altaji,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,USSR-azerbajdzsán,0.003484320557491289,1,1
USSR-azerbajdzsán,Czechoslovakia-szlovák,0.14285714285714285,1,0
Czechoslovakia-szlovák,USSR-csuvas,0,0,0
USSR-csuvas,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,USSR-finn,0,0,0
USSR-finn,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,USSR-grúz,0.03484320557491289,10,9
USSR-grúz,Czechoslovakia-szlovák,0.38461538461538464,10,1
Czechoslovakia-szlovák,USSR-kazah,0.013937282229965157,4,4
USSR-kazah,Czechoslovakia-szlovák,0.5,4,0
Czechoslovakia-szlovák,USSR-kirgiz,0.006968641114982578,2,1
USSR-kirgiz,Czechoslovakia-szlovák,0.6666666666666666,2,1
Czechoslovakia-szlovák,USSR-lett,0.05226480836236934,15,14.5
USSR-lett,Czechoslovakia-szlovák,0.5555555555555556,15,0.5
Czechoslovakia-szlovák,USSR-litván,0.06968641114982578,20,13.5
USSR-litván,Czechoslovakia-szlovák,0.5555555555555556,20,6.5
Czechoslovakia-szlovák,USSR-moldva,0.013937282229965157,4,4
USSR-moldva,Czechoslovakia-szlovák,0.5,4,0
Czechoslovakia-szlovák,USSR-orosz,0.20905923344947736,60,34.5
USSR-orosz,Czechoslovakia-szlovák,0.2898550724637681,60,25.5
Czechoslovakia-szlovák,USSR-tadzsik,0,0,0
USSR-tadzsik,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,USSR-türkmén,0.006968641114982578,2,2
USSR-türkmén,Czechoslovakia-szlovák,0.5,2,0
Czechoslovakia-szlovák,USSR-udmurt,0,0,0
USSR-udmurt,Czechoslovakia-szlovák,0,0,0
Czechoslovakia-szlovák,USSR-ukrán,0.0627177700348432,18,13.5
USSR-ukrán,Czechoslovakia-szlovák,0.32142857142857145,18,4.5
Czechoslovakia-szlovák,USSR-észt,0.04878048780487805,14,11
USSR-észt,Czechoslovakia-szlovák,0.4666666666666667,14,3
Czechoslovakia-szlovák,USSR-örmény,0.03484320557491289,10,9
USSR-örmény,Czechoslovakia-szlovák,0.625,10,1
Czechoslovakia-szlovák,USSR-üzbég,0.017421602787456445,5,5
USSR-üzbég,Czechoslovakia-szlovák,0.625,5,0
Czechoslovakia-szlovák,Venezuela,0.003484320557491289,1,0
Venezuela,Czechoslovakia-szlovák,0.5,1,1
Czechoslovakia-szlovák,Vietnam,0.010452961672473868,3,3
Vietnam,Czechoslovakia-szlovák,1,3,0
Czechoslovakia-szlovák,Yugoslavia,0.11846689895470383,34,17
Yugoslavia,Czechoslovakia-szlovák,0.265625,34,17
Denmark,Denmark,NA,NA,NA
Denmark,Egypt,0,0,0
Egypt,Denmark,0,0,0
Denmark,Federal Republic of Germany,0.75,12,2.5
Federal Republic of Germany,Denmark,0.07317073170731707,12,9.5
Denmark,Finland,0.4375,7,4.5
Finland,Denmark,0.1590909090909091,7,2.5
Denmark,France,0.375,6,1
France,Denmark,0.06451612903225806,6,5
Denmark,GDR,0.1875,3,2
GDR,Denmark,0.01195219123505976,3,1
Denmark,Greece,0.0625,1,1
Greece,Denmark,0.25,1,0
Denmark,Hungary,0,0,0
Hungary,Denmark,0,0,0
Denmark,India,0,0,0
India,Denmark,0,0,0
Denmark,Iran,0,0,0
Iran,Denmark,0,0,0
Denmark,Israel,0,0,0
Israel,Denmark,0,0,0
Denmark,Italy,0.3125,5,2
Italy,Denmark,0.08333333333333333,5,3
Denmark,Japan,0.0625,1,1
Japan,Denmark,0.058823529411764705,1,0
Denmark,Malaysia,0,0,0
Malaysia,Denmark,0,0,0
Denmark,Mexico,0,0,0
Mexico,Denmark,0,0,0
Denmark,Mongolia,0,0,0
Mongolia,Denmark,0,0,0
Denmark,Netherlands,0.3125,5,1.5
Netherlands,Denmark,0.11363636363636363,5,3.5
Denmark,Norway,0.375,6,3
Norway,Denmark,0.3,6,3
Denmark,Poland,0.25,4,2
Poland,Denmark,0.017543859649122806,4,2
Denmark,Portugal,0,0,0
Portugal,Denmark,0,0,0
Denmark,Romania,0,0,0
Romania,Denmark,0,0,0
Denmark,Singapore,0,0,0
Singapore,Denmark,0,0,0
Denmark,South Korea,0,0,0
South Korea,Denmark,0,0,0
Denmark,Spain,0.3125,5,3
Spain,Denmark,0.07352941176470588,5,2
Denmark,Sweden,0.5,8,4.5
Sweden,Denmark,0.18181818181818182,8,3.5
Denmark,Switzerland,0,0,0
Switzerland,Denmark,0,0,0
Denmark,Turkey,0.0625,1,1
Turkey,Denmark,0.03225806451612903,1,0
Denmark,UK,0.25,4,2
UK,Denmark,0.125,4,2
Denmark,USA,0.25,4,0.5
USA,Denmark,0.10526315789473684,4,3.5
Denmark,USSR-altaji,0,0,0
USSR-altaji,Denmark,0,0,0
Denmark,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Denmark,0,0,0
Denmark,USSR-csuvas,0,0,0
USSR-csuvas,Denmark,0,0,0
Denmark,USSR-fehérorosz,0.0625,1,1
USSR-fehérorosz,Denmark,0.16666666666666666,1,0
Denmark,USSR-finn,0,0,0
USSR-finn,Denmark,0,0,0
Denmark,USSR-grúz,0.0625,1,1
USSR-grúz,Denmark,0.038461538461538464,1,0
Denmark,USSR-kazah,0,0,0
USSR-kazah,Denmark,0,0,0
Denmark,USSR-kirgiz,0,0,0
USSR-kirgiz,Denmark,0,0,0
Denmark,USSR-lett,0,0,0
USSR-lett,Denmark,0,0,0
Denmark,USSR-litván,0,0,0
USSR-litván,Denmark,0,0,0
Denmark,USSR-moldva,0.0625,1,1
USSR-moldva,Denmark,0.125,1,0
Denmark,USSR-orosz,0.125,2,1
USSR-orosz,Denmark,0.00966183574879227,2,1
Denmark,USSR-tadzsik,0,0,0
USSR-tadzsik,Denmark,0,0,0
Denmark,USSR-türkmén,0,0,0
USSR-türkmén,Denmark,0,0,0
Denmark,USSR-udmurt,0,0,0
USSR-udmurt,Denmark,0,0,0
Denmark,USSR-ukrán,0,0,0
USSR-ukrán,Denmark,0,0,0
Denmark,USSR-észt,0.0625,1,1
USSR-észt,Denmark,0.03333333333333333,1,0
Denmark,USSR-örmény,0,0,0
USSR-örmény,Denmark,0,0,0
Denmark,USSR-üzbég,0,0,0
USSR-üzbég,Denmark,0,0,0
Denmark,Venezuela,0,0,0
Venezuela,Denmark,0,0,0
Denmark,Vietnam,0,0,0
Vietnam,Denmark,0,0,0
Denmark,Yugoslavia,0.4375,7,4.5
Yugoslavia,Denmark,0.0546875,7,2.5
Egypt,Egypt,NA,NA,NA
Egypt,Federal Republic of Germany,0.25,1,0
Federal Republic of Germany,Egypt,0.006097560975609756,1,1
Egypt,Finland,0,0,0
Finland,Egypt,0,0,0
Egypt,France,0.25,1,0
France,Egypt,0.010752688172043012,1,1
Egypt,GDR,0,0,0
GDR,Egypt,0,0,0
Egypt,Greece,0,0,0
Greece,Egypt,0,0,0
Egypt,Hungary,0,0,0
Hungary,Egypt,0,0,0
Egypt,India,0,0,0
India,Egypt,0,0,0
Egypt,Iran,0,0,0
Iran,Egypt,0,0,0
Egypt,Israel,0,0,0
Israel,Egypt,0,0,0
Egypt,Italy,0,0,0
Italy,Egypt,0,0,0
Egypt,Japan,0.25,1,1
Japan,Egypt,0.058823529411764705,1,0
Egypt,Malaysia,0,0,0
Malaysia,Egypt,0,0,0
Egypt,Mexico,0,0,0
Mexico,Egypt,0,0,0
Egypt,Mongolia,0,0,0
Mongolia,Egypt,0,0,0
Egypt,Netherlands,0.25,1,0
Netherlands,Egypt,0.022727272727272728,1,1
Egypt,Norway,0,0,0
Norway,Egypt,0,0,0
Egypt,Poland,0,0,0
Poland,Egypt,0,0,0
Egypt,Portugal,0,0,0
Portugal,Egypt,0,0,0
Egypt,Romania,0,0,0
Romania,Egypt,0,0,0
Egypt,Singapore,0,0,0
Singapore,Egypt,0,0,0
Egypt,South Korea,0.25,1,0.5
South Korea,Egypt,1,1,0.5
Egypt,Spain,0.25,1,0
Spain,Egypt,0.014705882352941176,1,1
Egypt,Sweden,0,0,0
Sweden,Egypt,0,0,0
Egypt,Switzerland,0,0,0
Switzerland,Egypt,0,0,0
Egypt,Turkey,0,0,0
Turkey,Egypt,0,0,0
Egypt,UK,0,0,0
UK,Egypt,0,0,0
Egypt,USA,0,0,0
USA,Egypt,0,0,0
Egypt,USSR-altaji,0,0,0
USSR-altaji,Egypt,0,0,0
Egypt,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Egypt,0,0,0
Egypt,USSR-csuvas,0,0,0
USSR-csuvas,Egypt,0,0,0
Egypt,USSR-fehérorosz,0,0,0
USSR-fehérorosz,Egypt,0,0,0
Egypt,USSR-finn,0,0,0
USSR-finn,Egypt,0,0,0
Egypt,USSR-grúz,0,0,0
USSR-grúz,Egypt,0,0,0
Egypt,USSR-kazah,0,0,0
USSR-kazah,Egypt,0,0,0
Egypt,USSR-kirgiz,0.25,1,0
USSR-kirgiz,Egypt,0.3333333333333333,1,1
Egypt,USSR-lett,0,0,0
USSR-lett,Egypt,0,0,0
Egypt,USSR-litván,0,0,0
USSR-litván,Egypt,0,0,0
Egypt,USSR-moldva,0,0,0
USSR-moldva,Egypt,0,0,0
Egypt,USSR-orosz,0,0,0
USSR-orosz,Egypt,0,0,0
Egypt,USSR-tadzsik,0,0,0
USSR-tadzsik,Egypt,0,0,0
Egypt,USSR-türkmén,0,0,0
USSR-türkmén,Egypt,0,0,0
Egypt,USSR-udmurt,0,0,0
USSR-udmurt,Egypt,0,0,0
Egypt,USSR-ukrán,0,0,0
USSR-ukrán,Egypt,0,0,0
Egypt,USSR-észt,0.25,1,0
USSR-észt,Egypt,0.03333333333333333,1,1
Egypt,USSR-örmény,0,0,0
USSR-örmény,Egypt,0,0,0
Egypt,USSR-üzbég,0,0,0
USSR-üzbég,Egypt,0,0,0
Egypt,Venezuela,0,0,0
Venezuela,Egypt,0,0,0
Egypt,Vietnam,0,0,0
Vietnam,Egypt,0,0,0
Egypt,Yugoslavia,0,0,0
Yugoslavia,Egypt,0,0,0
Federal Republic of Germany,Federal Republic of Germany,NA,NA,NA
Federal Republic of Germany,Finland,0.12195121951219512,20,15
Finland,Federal Republic of Germany,0.45454545454545453,20,5
Federal Republic of Germany,France,0.2073170731707317,34,21
France,Federal Republic of Germany,0.3655913978494624,34,13
Federal Republic of Germany,GDR,0.18292682926829268,30,18
GDR,Federal Republic of Germany,0.11952191235059761,30,12
Federal Republic of Germany,Greece,0.012195121951219513,2,2
Greece,Federal Republic of Germany,0.5,2,0
Federal Republic of Germany,Hungary,0.0975609756097561,16,4
Hungary,Federal Republic of Germany,0.1103448275862069,16,12
Federal Republic of Germany,India,0.006097560975609756,1,1
India,Federal Republic of Germany,1,1,0
Federal Republic of Germany,Iran,0,0,0
Iran,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Israel,0.03048780487804878,5,4
Israel,Federal Republic of Germany,0.17857142857142858,5,1
Federal Republic of Germany,Italy,0.12804878048780488,21,15
Italy,Federal Republic of Germany,0.35,21,6
Federal Republic of Germany,Japan,0.04878048780487805,8,5
Japan,Federal Republic of Germany,0.47058823529411764,8,3
Federal Republic of Germany,Malaysia,0.006097560975609756,1,1
Malaysia,Federal Republic of Germany,1,1,0
Federal Republic of Germany,Mexico,0,0,0
Mexico,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Mongolia,0,0,0
Mongolia,Federal Republic of Germany,0,0,0
Federal Republic of Germany,Netherlands,0.12804878048780488,21,16
Netherlands,Federal Republic of Germany,0.4772727272727273,21,5
Federal Republic of Germany,Norway,0.054878048780487805,9,7.5
Norway,Federal Republic of Germany,0.45,9,1.5
Federal Republic of Germany,Poland,0.21951219512195122,36,22.5
Poland,Federal Republic of Germany,0.15789473684210525,36,13.5
Federal Republic of Germany,Portugal,0.006097560975609756,1,1
Portugal,Federal Republic of Germany,0.25,1,0
Federal Republic of Germany,Romania,0.07926829268292683,13,9
Romania,Federal Republic of Germany,0.08176100628930817,13,4
Federal Republic of Germany,Singapore,0.006097560975609756,1,1
Singapore,Federal Republic of Germany,1,1,0
Federal Republic of Germany,South Korea,0.006097560975609756,1,1
South Korea,Federal Republic of Germany,1,1,0
Federal Republic of Germany,Spain,0.16463414634146342,27,21.5
Spain,Federal Republic of Germany,0.39705882352941174,27,5.5
Federal Republic of Germany,Sweden,0.1524390243902439,25,18.5
Sweden,Federal Republic of Germany,0.5681818181818182,25,6.5
Federal Republic of Germany,Switzerland,0.024390243902439025,4,2
Switzerland,Federal Republic of Germany,0.17391304347826086,4,2
Federal Republic of Germany,Turkey,0.03048780487804878,5,4
Turkey,Federal Republic of Germany,0.16129032258064516,5,1
Federal Republic of Germany,UK,0.08536585365853659,14,11.5
UK,Federal Republic of Germany,0.4375,14,2.5
Federal Republic of Germany,USA,0.09146341463414634,15,12.5
USA,Federal Republic of Germany,0.39473684210526316,15,2.5
Federal Republic of Germany,USSR-altaji,0,0,0
USSR-altaji,Federal Republic of Germany,0,0,0
Federal Republic of Germany,USSR-azerbajdzsán,0.006097560975609756,1,1
USSR-azerbajdzsán,Federal Republic of Germany,0.14285714285714285,1,0
Federal Republic of Germany,USSR-csuvas,0,0,0
USSR-csuvas,Federal Republic of Germany,0,0,0
Federal Republic of Germany,USSR-fehérorosz,0.006097560975609756,1,1
USSR-fehérorosz,Federal Republic of Germany,0.16666666666666666,1,0
Federal Republic of Germany,USSR-finn,0,0,0
USSR-finn,Federal Republic of Germany,0,0,0
Federal Republic of Germany,USSR-grúz,0.018292682926829267,3,3
USSR-grúz,Federal Republic of Germany,0.11538461538461539,3,0
Federal Republic of Germany,USSR-kazah,0,0,0
USSR-kazah,Federal Republic of Germany,0,0,0
Federal Republic of Germany,USSR-kirgiz,0,0,0
USSR-kirgiz,Federal Republic of Germany,0,0,0
Federal Republic of Germany,USSR-lett,0.018292682926829267,3,3
USSR-lett,Federal Republic of Germany,0.1111111111111111,3,0
Federal Republic of Germany,USSR-litván,0.042682926829268296,7,5
USSR-litván,Federal Republic of Germany,0.19444444444444445,7,2
Federal Republic of Germany,USSR-moldva,0.012195121951219513,2,2
USSR-moldva,Federal Republic of Germany,0.25,2,0
Federal Republic of Germany,USSR-orosz,0.08536585365853659,14,9.5
USSR-orosz,Federal Republic of Germany,0.06763285024154589,14,4.5
Federal Republic of Germany,USSR-tadzsik,0,0,0
USSR-tadzsik,Federal Republic of Germany,0,0,0
Federal Republic of Germany,USSR-türkmén,0,0,0
USSR-türkmén,Federal Republic of Germany,0,0,0
Federal Republic of Germany,USSR-udmurt,0,0,0
USSR-udmurt,Federal Republic of Germany,0,0,0
Federal Republic of Germany,USSR-ukrán,0.036585365853658534,6,5
USSR-ukrán,Federal Republic of Germany,0.10714285714285714,6,1
Federal Republic of Germany,USSR-észt,0.054878048780487805,9,7
USSR-észt,Federal Republic of Germany,0.3,9,2
Federal Republic of Germany,USSR-örmény,0.006097560975609756,1,1
USSR-örmény,Federal Republic of Germany,0.0625,1,0
Federal Republic of Germany,USSR-üzbég,0.006097560975609756,1,1
USSR-üzbég,Federal Republic of Germany,0.125,1,0
Federal Republic of Germany,Venezuela,0.012195121951219513,2,2
Venezuela,Federal Republic of Germany,1,2,0
Federal Republic of Germany,Vietnam,0.006097560975609756,1,1
Vietnam,Federal Republic of Germany,0.3333333333333333,1,0
Federal Republic of Germany,Yugoslavia,0.17073170731707318,28,18.5
Yugoslavia,Federal Republic of Germany,0.21875,28,9.5
Finland,Finland,NA,NA,NA
Finland,France,0.36363636363636365,16,5.5
France,Finland,0.17204301075268819,16,10.5
Finland,GDR,0.2727272727272727,12,4.5
GDR,Finland,0.04780876494023904,12,7.5
Finland,Greece,0.06818181818181818,3,3
Greece,Finland,0.75,3,0
Finland,Hungary,0.13636363636363635,6,2.5
Hungary,Finland,0.041379310344827586,6,3.5
Finland,India,0,0,0
India,Finland,0,0,0
Finland,Iran,0.022727272727272728,1,1
Iran,Finland,0.3333333333333333,1,0
Finland,Israel,0.06818181818181818,3,3
Israel,Finland,0.10714285714285714,3,0
Finland,Italy,0.2727272727272727,12,6
Italy,Finland,0.2,12,6
Finland,Japan,0.09090909090909091,4,3
Japan,Finland,0.23529411764705882,4,1
Finland,Malaysia,0,0,0
Malaysia,Finland,0,0,0
Finland,Mexico,0,0,0
Mexico,Finland,0,0,0
Finland,Mongolia,0,0,0
Mongolia,Finland,0,0,0
Finland,Netherlands,0.18181818181818182,8,6
Netherlands,Finland,0.18181818181818182,8,2
Finland,Norway,0.1590909090909091,7,4.5
Norway,Finland,0.35,7,2.5
Finland,Poland,0.4090909090909091,18,10
Poland,Finland,0.07894736842105263,18,8
Finland,Portugal,0,0,0
Portugal,Finland,0,0,0
Finland,Romania,0.18181818181818182,8,5
Romania,Finland,0.050314465408805034,8,3
Finland,Singapore,0,0,0
Singapore,Finland,0,0,0
Finland,South Korea,0,0,0
South Korea,Finland,0,0,0
Finland,Spain,0.29545454545454547,13,9
Spain,Finland,0.19117647058823528,13,4
Finland,Sweden,0.29545454545454547,13,7.5
Sweden,Finland,0.29545454545454547,13,5.5
Finland,Switzerland,0,0,0
Switzerland,Finland,0,0,0
Finland,Turkey,0.09090909090909091,4,4
Turkey,Finland,0.12903225806451613,4,0
Finland,UK,0.13636363636363635,6,3.5
UK,Finland,0.1875,6,2.5
Finland,USA,0.1590909090909091,7,4
USA,Finland,0.18421052631578946,7,3
Finland,USSR-altaji,0,0,0
USSR-altaji,Finland,0,0,0
Finland,USSR-azerbajdzsán,0,0,0
USSR-azerbajdzsán,Finland,0,0,0
Finland,USSR-csuvas,0,0,0
USSR-csuvas,Finland,0,0,0
Finland,USSR-fehérorosz,0.022727272727272728,1,1
USSR-fehérorosz,Finland,0.16666666666666666,1,0
Finland,USSR-finn,0,0,0
USSR-finn,Finland,0,0,0
Finland,USSR-grúz,0.045454545454545456,2,2
USSR-grúz,Finland,0.07692307692307693,2,0
Finland,USSR-kazah,0,0,0
USSR-kazah,Finland,0,0,0
