city,year_n,nyelv,works
Budapest,1976,német,11
Budapest,1976,olasz,16
Budapest,1976,orosz,10
Budapest,1976,román,2
Budapest,1976,spanyol,6
Budapest,1976,svéd,3
Budapest,1976,szlovák,2
Budapest,1977,angol,97
Budapest,1977,bolgár,19
Budapest,1977,cseh,26
Budapest,1977,eszperantó,121
Budapest,1977,finn,10
Budapest,1977,francia,255
Budapest,1977,héber,1
Budapest,1977,holland,1
Budapest,1977,horvát,17
Budapest,1977,lengyel,19
Budapest,1977,német,146
Budapest,1977,norvég,3
Budapest,1977,olasz,42
Budapest,1977,orosz,127
Budapest,1977,román,23
Budapest,1977,spanyol,102
Budapest,1977,szlovák,19
Budapest,1978,eszperantó,7
Budapest,1978,francia,311
Budapest,1978,német,79
Budapest,1979,angol,22
Budapest,NA,eszperantó,2
Budapest,NA,francia,80
Budapest,NA,lengyel,1
Budapest,NA,maláj,1
Budapest,NA,német,150.66666666666666
Budapest,NA,szlovák,17
Buenos Aires,1908,spanyol,1
Buenos Aires,1924,spanyol,1
Buenos Aires,1945,spanyol,2
Buenos Aires,1948,spanyol,1
Buenos Aires,1949,spanyol,1
Buenos Aires,1950,spanyol,3
Buenos Aires,1951,spanyol,1
Buenos Aires,1952,spanyol,1
Buenos Aires,1955,spanyol,2
Buenos Aires,1956,spanyol,4
Buenos Aires,1959,spanyol,2
Buenos Aires,1961,spanyol,1
Buenos Aires,1963,spanyol,39
Buffalo,1969,angol,354
Buffalo,1973,angol,208
Bussum,1959,holland,1
Bydgoszcz,1949,lengyel,4
Cagliari,1947,olasz,1
Cagliari,1948,olasz,2
Cagliari,1949,olasz,1
Cairo,1952,francia,2
Cairo,1955,arab,39
Cairo,1956,arab,1
Cairo,1957,arab,1
Cairo,1958,arab,5
Cairo,1960,arab,2
Caracas,1972,spanyol,2
Catania,1948,olasz,3
Cetinje,1955,szerb,30
Charlottenburg,1928,német,1
Cheadle,1973,angol,60
Cheboksary,1953,csuvas,1
Cheboksary,1970,csuvas,14
Chicago,1896,angol,1
Chicago,1898,angol,1
Chicago,1901,lengyel,1
Chicago,1902,angol,0.3333333333333333
Chicago,1968,angol,18
Chicago,NA,angol,1
Chisinau,1953,moldva,1
Chisinau,1954,moldva,103
Chisinau,1959,moldva,1
Chisinau,1960,moldva,2
Chisinau,1967,moldva,1
Cieszyn,1884,német,0.5
Cleveland,1910,angol,1
Cleveland,1920,angol,3
Cleveland,1926,angol,1
Cleveland,1936,angol,2
Cleveland,1947,angol,3
Cluj-Napoca,1816,román,1
Cluj-Napoca,1876,német,1
Cluj-Napoca,1877,angol,1
Cluj-Napoca,1877,német,0.5
Cluj-Napoca,1880,német,3
Cluj-Napoca,1884,német,0.5
Cluj-Napoca,1884,román,1
Cluj-Napoca,1891,román,1
Cluj-Napoca,1892,román,3
Cluj-Napoca,1893,román,22
Cluj-Napoca,1894,román,35
Cluj-Napoca,1895,román,18
Cluj-Napoca,1896,román,12
Cluj-Napoca,1897,román,16
Cluj-Napoca,1898,román,9
Cluj-Napoca,1905,német,2
Cluj-Napoca,1905,román,1
Cluj-Napoca,1921,román,7
Cluj-Napoca,1922,román,6
Cluj-Napoca,1924,román,3
Cluj-Napoca,1925,román,5
Cluj-Napoca,1926,román,11
Cluj-Napoca,1927,román,3
Cluj-Napoca,1928,román,1
Cluj-Napoca,1930,román,1
Cluj-Napoca,1931,román,1
Cluj-Napoca,1932,román,2
Cluj-Napoca,1937,román,4
Cluj-Napoca,1942,román,1
Cluj-Napoca,1944,román,3
Cluj-Napoca,1947,román,10
Cluj-Napoca,1948,román,49
Cluj-Napoca,1949,román,8
Cluj-Napoca,1972,román,1
Cluj-Napoca,1974,román,5
Cluj-Napoca,NA,német,23
Coira,1879,rhetoromán,3
Colombo,1973,tamil,3
Como,1880,olasz,7
Copenhagen,1867,dán,37
Copenhagen,1869,dán,1
Copenhagen,1874,dán,2
Copenhagen,1875,dán,2
Copenhagen,1877,dán,1
Copenhagen,1879,dán,1
Copenhagen,1880,dán,1
Copenhagen,1883,dán,1
Copenhagen,1885,dán,9
Copenhagen,1892,dán,1
Copenhagen,1893,dán,6
Copenhagen,1894,dán,2
Copenhagen,1895,dán,1
Copenhagen,1896,dán,36
Copenhagen,1902,dán,1
Copenhagen,1903,dán,1
Copenhagen,1904,dán,1
Copenhagen,1905,dán,1
Copenhagen,1907,dán,1
Copenhagen,1912,dán,1
Copenhagen,1919,dán,1
Copenhagen,1936,dán,2
Copenhagen,1937,dán,1
Copenhagen,1939,dán,1
Copenhagen,1941,dán,1
Copenhagen,1946,dán,2
Copenhagen,1947,dán,1
Copenhagen,1949,dán,2
Copenhagen,1950,dán,2
Copenhagen,1951,dán,1
Copenhagen,1952,dán,3
Copenhagen,1953,dán,1
Copenhagen,1954,dán,1
Copenhagen,1958,dán,1
Copenhagen,1960,dán,1
Copenhagen,1966,dán,3
Copenhagen,1967,dán,4
Copenhagen,1968,dán,68
Copenhagen,1968,román,1
Copenhagen,1969,dán,9
Copenhagen,1975,dán,4
Copenhagen,NA,dán,1
Craiova,1922,román,2
Craiova,1937,román,7
Craiova,1938,román,2
Craiova,1949,román,2
Cremona,1944,olasz,0.5
Cuautla,1965,spanyol,3
Damaskus,1954,arab,4
Darmstadt,1851,német,98
Darmstadt,1856,német,14
Darmstadt,1917,német,16
Darmstadt,1940,német,0.5
Darmstadt,1959,német,0.5
Darmstadt,1963,német,3
Darmstadt,1969,német,1
Debrecen,1958,romanid,1
Dej,1934,román,1
Den Haag,1915,holland,1
Den Haag,1916,holland,1
Den Haag,1930,holland,1
Den Haag,1937,holland,1
Den Haag,1947,holland,1
Den Haag,1953,holland,3
Den Haag,1958,holland,2
Den Haag,1969,holland,56
Den Haag,NA,flamand,1
Den Haag,NA,holland,2
Detroit,1970,német,0.3333333333333333
Draguignan,1967,angol,8
Draguignan,1968,angol,1
Dresden,1853,német,1.5
Dresden,1854,francia,0.5
Dresden,1854,német,101
Dresden,1874,német,1
Dresden,1875,német,1
Dresden,1876,német,1
Dresden,1881,német,1
Dresden,1883,német,1
Dresden,1885,német,1
Dresden,1887,német,2
Dresden,1892,német,1
Dresden,1894,német,1
Dresden,1898,német,6
Dresden,1901,angol,1
Dresden,1908,német,1
Dresden,1909,német,1
Dresden,1911,német,1
Dresden,1912,német,1
Dresden,1915,német,30
Dresden,1952,német,1
Dresden,1954,német,0.5
Dresden,NA,német,2.6666666666666665
Dublin,1948,angol,1
Dublin,1951,angol,1
Dublin,1972,angol,3
Dushanbe,1955,tadzsik,1
Dushanbe,1956,tadzsik,2
Dushanbe,1961,tadzsik,1
Dushanbe,1964,tadzsik,29
Dushanbe,1969,tadzsik,32
Düsseldorf,1951,német,1
Düsseldorf,1966,német,29.5
Düsseldorf,1970,német,0.5
Düsseldorf,1972,német,1
Edinborough,1854,angol,1
Edinborough,1865,angol,1
Edinborough,1888,angol,0.5
Edinborough,1894,angol,0.5
Edinborough,1930,angol,0.5
Edinborough,1937,angol,0.8333333333333333
Einsiedeln,1960,német,1
Eisenach,1901,német,3
Eisenach,1903,német,0.6666666666666666
Eisenach,NA,német,1.3333333333333333
Eisenstadt,1975,német,1
Eisenstadt,1977,német,2
Elberfeld,1866,német,74.5
Engels,1935,német,1
Engels,1938,német,2
Englewood Cliffs,1968,angol,3
Erlangen,1871,német,1
Erlangen,1950,német,1
Evanston,1972,angol,0.25
Filey,1973,angol,2
Firenze,1875,olasz,1
Firenze,1878,olasz,1
Firenze,1931,olasz,2
Firenze,1932,olasz,76
Firenze,1933,olasz,1
Firenze,1934,olasz,1
Firenze,1935,olasz,1
Firenze,1938,olasz,1
Firenze,1943,olasz,53
Firenze,1944,olasz,2
Firenze,1949,olasz,4
Firenze,1951,olasz,176
Firenze,1952,olasz,28
Firenze,1953,olasz,9.5
Firenze,1955,olasz,7
Firenze,1956,olasz,2
Firenze,1958,olasz,22
Firenze,1961,olasz,1
Firenze,1967,olasz,83
Firenze,1973,olasz,2
Fogărăs,1925,román,1
Foligni,1930,olasz,1
Fönjan,1956,koreai,1
Fönjan,1957,koreai,92
Frankfurt am Main,1848,német,1
Frankfurt am Main,1849,német,301
Frankfurt am Main,1891,német,3
Frankfurt am Main,1903,német,0.5
Frankfurt am Main,1912,német,1
Frankfurt am Main,1922,német,1
Frankfurt am Main,1924,német,1
Frankfurt am Main,1925,német,1
Frankfurt am Main,1926,német,7
Frankfurt am Main,1927,német,1
Frankfurt am Main,1928,német,3
Frankfurt am Main,1929,német,1
Frankfurt am Main,1930,német,1
Frankfurt am Main,1931,német,1
Frankfurt am Main,1932,német,1
Frankfurt am Main,1934,német,1
Frankfurt am Main,1953,német,1
Frankfurt am Main,1959,német,21
Frankfurt am Main,1960,német,2
Frankfurt am Main,1961,német,4
Frankfurt am Main,1962,német,1
Frankfurt am Main,1963,német,2
Frankfurt am Main,1964,német,2
Frankfurt am Main,1965,német,1
Frankfurt am Main,1966,német,21
Frankfurt am Main,1967,német,26
Frankfurt am Main,1968,német,3
Frankfurt am Main,1969,német,107
Frankfurt am Main,1971,német,1
Frankfurt am Main,1972,német,1
Frankfurt am Main,1976,német,1
Frankfurt am Main,NA,német,2
Frederiksborg,1877,dán,1
Frunze,1957,kirgiz,163
Frunze,1960,kirgiz,1
Frunze,1961,kirgiz,1
Frunze,1966,kirgiz,1
Gand,1947,francia,1
Gaurhati,1973,asszami,8
Gdańsk,1949,lengyel,2
Gdańsk,1970,lengyel,2
Genf,1857,francia,1
Genf,1861,német,19
Genf,1917,francia,1
Genf,1928,francia,1
Genf,1937,német,1
Genf,1945,francia,6
Genf,1946,francia,10
Genf,1953,francia,1
Genf,1954,francia,1
Genova,1957,olasz,38
Gherla,1910,román,1
Gherla,1911,román,1
Glasgow,1937,angol,0.3333333333333333
God,NA,flamand,0.3333333333333333
Gorno-Altajsk,1959,altaji,1
Göteborg,1878,svéd,1
Göteborg,1973,svéd,9
Gran,1868,német,3.5
Graz,1868,német,2.5
Graz,1910,német,1
Graz,1950,német,1.5
Graz,1963,német,8.5
Gródek Jagielloński,1886,lengyel,3
Gródek Jagielloński,1902,lengyel,1
Gródek Jagielloński,1904,lengyel,1
Gródek Jagielloński,1905,lengyel,1
Gródek Jagielloński,1907,lengyel,2
Gródek Jagielloński,1908,lengyel,2
Gródek Jagielloński,1909,lengyel,2
Groningen,1873,holland,1
Grossenhain,1896,német,1
Guildford,1977,angol,0.5
Gütersloh,1956,német,1
Gütersloh,1958,német,1
Gütersloh,1960,német,1
Gütersloh,1968,német,1
Gyoma,NA,angol,1
Győr,1825,német,246.5
Győr,1897,német,1
Győr,1900,német,1
Győr,1901,német,1
Győr,1902,német,2
Győr,1904,német,1
Győr,1905,német,3
Győr,1906,német,1
Győr,1907,német,1
Győr,1909,német,3
Győr,1910,német,1
Győr,1911,német,1
Győr,1912,német,1
Győr,1913,német,1
Győr,1914,horvát,3
Győr,1915,horvát,1
Győr,NA,német,12
Haarlem,1894,holland,1
Haarlem,1924,holland,49
Haarlem,NA,holland,1
Halle,1850,német,36
Halle,1851,német,1
Halle,1854,német,1
Halle,1880,német,1
Halle,1886,német,2
Halle,1887,német,2
Halle,1888,német,23
Halle,1889,német,1
Halle,1890,német,1
Halle,1923,német,1
Halle,1952,német,1
Halle,1961,német,1
Halle,1966,német,6
Halle,NA,német,22
Hamburg,1851,német,2
Hamburg,1937,angol,1
Hamburg,1940,német,4
Hamburg,1941,német,1
Hamburg,1942,német,2
Hamburg,1943,német,1
Hamburg,1944,német,1
Hamburg,1947,német,6.5
Hamburg,1948,német,3
Hamburg,1949,német,2
Hamburg,1951,német,1
Hamburg,1952,német,3
Hamburg,1953,német,3
Hamburg,1956,német,1
Hamburg,1958,német,0.5
Hamburg,1959,német,4
Hamburg,1961,német,3
Hamburg,1962,német,1
Hamburg,1964,német,1
Hamburg,1966,német,2.5
Hamburg,1967,német,29
Hamburg,1969,német,0.5
Hamburg,1970,német,3.5
Hamburg,1972,német,0.5
Hamburg,NA,német,1
Hämeenlinna,1909,finn,3
Hämeenlinna,1915,finn,2
Hämeenlinna,1917,finn,1
Hämeenlinna,1929,finn,1
Hämeenlinna,1939,finn,1
Hämeenlinna,1947,finn,1
Hämeenlinna,1970,finn,2
Hannover,1857,német,1
Hannover,1962,német,35
Hanoi,1955,vietnami,3
Hanoi,1957,vietnami,7
Hanoi,1961,vietnami,34
Hanoi,1962,vietnami,65
Hanoi,1963,vietnami,32
Hanoi,1965,vietnami,1
Harkov,1930,ukrán,5.5
Harkov,1936,német,1
Harkov,1960,ukrán,2
Harmondsworth,1959,angol,1
Harmondsworth,1970,angol,62
Harmondsworth,1973,angol,1
Harmondsworth,1976,angol,1
Heidelberg,1913,német,13
Heidelberg,1914,német,1
Heidelberg,1928,német,2
Heidelberg,1967,német,0.5
Heidelberg,NA,német,1
Heilbronn,1904,német,1
Heilbronn,1906,német,1
Heilbronn,1909,német,1
Helsinki,1845,svéd,2
Helsinki,1857,finn,1
Helsinki,1861,finn,2
Helsinki,1866,finn,1
Helsinki,1871,finn,1
Helsinki,1872,finn,5
Helsinki,1873,finn,2
Helsinki,1874,finn,2
Helsinki,1875,finn,6
Helsinki,1877,finn,3
Helsinki,1878,finn,2
Helsinki,1879,finn,2
Helsinki,1881,finn,3
Helsinki,1887,finn,1
Helsinki,1888,finn,1
Helsinki,1889,finn,2
Helsinki,1890,finn,3
Helsinki,1891,finn,1
Helsinki,1892,finn,2
Helsinki,1894,finn,1
Helsinki,1895,finn,7
Helsinki,1896,finn,1
Helsinki,1900,finn,1
Helsinki,1902,finn,3
Helsinki,1904,finn,1
Helsinki,1904,svéd,1
Helsinki,1907,finn,1
Helsinki,1908,finn,1
Helsinki,1909,finn,1
Helsinki,1910,finn,15
Helsinki,1911,finn,1
Helsinki,1912,finn,18
Helsinki,1913,finn,2
Helsinki,1916,finn,1
Helsinki,1917,finn,3
Helsinki,1918,finn,1
Helsinki,1919,finn,2
Helsinki,1921,finn,2
Helsinki,1922,finn,2
Helsinki,1923,finn,3
Helsinki,1924,finn,1
Helsinki,1925,finn,4
Helsinki,1927,finn,1
Helsinki,1929,svéd,1
Helsinki,1935,finn,1.5
Helsinki,1937,finn,2.5
Helsinki,1938,finn,1
Helsinki,1943,finn,1.5
Helsinki,1949,finn,1
Helsinki,1951,finn,2
Helsinki,1952,finn,46
Helsinki,1953,finn,1
Helsinki,1954,finn,3
Helsinki,1955,finn,2
Helsinki,1956,finn,1
Helsinki,1958,finn,1
Helsinki,1960,finn,1
Helsinki,1961,finn,0.5
Helsinki,1962,finn,0.5
Helsinki,1962,svéd,1
Helsinki,1965,finn,1
Helsinki,1966,finn,3
Helsinki,1967,finn,2.5
Helsinki,1969,finn,1
Helsinki,1970,finn,225
Helsinki,1971,finn,40
Helsinki,1973,finn,1
Helsinki,1974,finn,9
Helsinki,1976,finn,1
Helsinki,NA,finn,2
Iaşi,1909,román,1
Iaşi,1949,román,4
Iaşi,1971,román,1
Imphal,1971,manibuli,5
Indianapolis,1926,angol,2
Indianapolis,1951,angol,1
Innsbruck,1949,német,3
Iowa,1970,angol,25
Istanbul,1940,török,1
Istanbul,1944,török,1
Istanbul,1952,török,17
Istanbul,1957,török,2
Istanbul,1968,török,1.5
Istanbul,1969,török,11
Istanbul,1970,török,1
Istanbul,1973,török,43
Istanbul,1976,török,1
Izhevsk,1954,udmurt,1
Izhevsk,1975,orosz,15
Izhevsk,1975,udmurt,16
Jena,1849,német,1
Jena,1874,német,1
Jena,1896,német,1
Jerevan,1968,örmény,52
Jerevan,1973,örmény,102
Jerusalem,1946,héber,1
Jerusalem,1954,héber,1
Jerusalem,NA,héber,1
Jyväskylä,1881,finn,1
Jyväskylä,1889,finn,4
Jyväskylä,1913,finn,1
Jyväskylä,1915,finn,1
Jyväskylä,1921,finn,1
Jyväskylä,1935,finn,0.5
Jyväskylä,1944,finn,2
Jyväskylä,1950,finn,1
Jyväskylä,1951,finn,3
Jyväskylä,1952,finn,1
Jyväskylä,1953,finn,2
"Kaleva, MI",1907,finn,1
Kampen,1952,holland,2
Kansas City,1973,angol,4
Karlsruhe,1915,német,1
Karlsruhe,1965,német,1
Kassel,1850,német,53
Kassel,1853,német,1
Katowice,1948,lengyel,2
Katowice,1949,lengyel,5
Kaunas,1911,litván,1
Kaunas,1948,litván,5
Kazan,1955,tatár,11
Kežmarok,1887,német,1
Kiel,1883,lengyel,1
Kikinda,1881,szerb,1
Kikinda,1882,szerb,1
Kikinda,1889,horvát,1
Kikinda,1907,szerb,3
Kikinda,1908,szerb,3
Kikinda,1909,szerb,6
Kikinda,1910,szerb,6
Kikinda,1911,szerb,4
Kikinda,1912,szerb,3
Kikinda,1913,szerb,1
Klagenfurt,1950,német,1
Köln,1895,német,0.6666666666666666
Köln,1900,német,1
Köln,1923,német,1
Köln,1932,német,4
Köln,1933,német,1
Köln,1962,német,2
Köln,1966,német,29.5
Köln,1969,német,2
Köln,1970,német,10.333333333333334
Konstanz,1916,német,6
Konstanz,1917,német,6
Konstanz,1924,német,1
Konstanz,1926,német,1
Köping,1877,svéd,1
Köping,1878,svéd,1
Köping,1879,svéd,1
Köping,1881,svéd,1
Köping,1882,svéd,1
Košice,1827,német,1
Košice,1900,német,1
Košice,1902,német,1
Košice,1906,német,1
Košice,1907,német,2
Košice,1908,német,55
Košice,1977,szlovák,3
Kraków,1883,lengyel,1
Kraków,1887,lengyel,1
Kraków,1898,lengyel,1
Kraków,1903,lengyel,2
Kraków,1914,lengyel,1
Kraków,1930,lengyel,18
Kraków,1931,lengyel,2
Kraków,1948,lengyel,24
Kraków,1949,lengyel,5
Kraków,1950,lengyel,0.5
Kraków,1951,lengyel,11
Kraków,1952,lengyel,0.5
Kraków,1971,lengyel,97
Kraków,1977,lengyel,111
Krasnoyarsk,1942,orosz,1
Kuopio,1913,finn,1
Kyiv,1930,ukrán,0.5
Kyiv,1937,német,1
Kyiv,1939,orosz,1
Kyiv,1949,ukrán,100
Kyiv,1954,ukrán,9
Kyiv,1955,ukrán,3
Kyiv,1956,ukrán,39
Kyiv,1959,ukrán,115
Kyiv,1960,ukrán,47
Kyiv,1961,ukrán,2
Kyiv,1962,ukrán,2
Kyiv,1963,ukrán,2
Kyiv,1964,ukrán,1
Kyiv,1965,ukrán,13
Kyiv,1966,ukrán,29
Kyiv,1967,ukrán,1
Kyiv,1969,ukrán,19
Kyiv,1971,ukrán,1
Kyiv,1972,ukrán,151
Kyiv,1973,ukrán,2
Kyiv,1974,ukrán,15
Kyiv,1977,ukrán,31
Kyoto,1976,eszperantó,3
La Habana,1928,spanyol,16
La Habana,1963,spanyol,9
La Habana,1966,spanyol,24
La Habana,1973,spanyol,53
La Habana,1977,spanyol,1
La Habana,NA,spanyol,1
Lahti,1951,finn,1
Lanciano,1911,olasz,1
Lanciano,1923,olasz,1
Lanciano,1931,olasz,3
Laren,1958,holland,0.5
Laren,NA,holland,12
Lausanne,1945,francia,1
Lausanne,1946,francia,6
Leiden,1952,holland,1
Leiden,1953,holland,1
Leiden,1955,holland,1
Leiden,1957,holland,2
Leiden,1959,holland,1
Leipzig,1827,német,1
Leipzig,1828,német,3.6666666666666665
Leipzig,1830,német,1
Leipzig,1840,német,66
Leipzig,1841,német,1
Leipzig,1845,német,4
Leipzig,1846,német,65
Leipzig,1848,német,61
Leipzig,1850,német,5
Leipzig,1851,német,7
Leipzig,1852,német,3
Leipzig,1854,német,39.333333333333336
Leipzig,1857,német,12
Leipzig,1858,német,226.33333333333334
Leipzig,1861,német,0.3333333333333333
Leipzig,1862,német,0.3333333333333333
Leipzig,1866,német,83
Leipzig,1871,német,71
Leipzig,1872,német,0.6666666666666666
Leipzig,1873,német,1.3333333333333333
Leipzig,1874,német,49.833333333333336
Leipzig,1875,német,72
Leipzig,1878,német,113
Leipzig,1879,német,3
Leipzig,1880,német,46.5
Leipzig,1882,német,1
Leipzig,1884,német,1
Leipzig,1885,német,110
Leipzig,1886,német,7.5
Leipzig,1887,német,41.5
Leipzig,1888,német,2
Leipzig,1889,német,207
Leipzig,1890,német,3
Leipzig,1891,német,2
Leipzig,1892,francia,0.5
Leipzig,1892,német,13.333333333333334
Leipzig,1893,német,1
Leipzig,1894,német,176.5
Leipzig,1895,német,268.8333333333333
Leipzig,1896,német,6.333333333333333
Leipzig,1897,német,211
Leipzig,1898,német,2.5
Leipzig,1899,német,30.5
Leipzig,1900,német,5.5
Leipzig,1901,német,52
Leipzig,1902,német,2.6666666666666665
Leipzig,1903,német,2.4166666666666665
Leipzig,1904,német,0.3333333333333333
Leipzig,1905,német,1.3333333333333333
Leipzig,1906,német,8
Leipzig,1908,német,8
Leipzig,1909,német,40
Leipzig,1910,német,322
Leipzig,1911,német,1.5
Leipzig,1912,német,1
Leipzig,1913,német,8
Leipzig,1916,német,0.5
Leipzig,1918,német,25
Leipzig,1919,német,209.5
Leipzig,1920,német,6
Leipzig,1921,német,26.666666666666664
Leipzig,1922,német,55
Leipzig,1923,német,9.166666666666666
Leipzig,1925,német,23.5
Leipzig,1926,német,21.5
Leipzig,1927,német,0.5
Leipzig,1928,német,0.5
Leipzig,1930,német,0.5
Leipzig,1931,német,0.5
Leipzig,1934,német,0.5
Leipzig,1936,német,2
Leipzig,1937,német,2.6666666666666665
Leipzig,1938,német,3
Leipzig,1939,német,1
Leipzig,1940,német,3
Leipzig,1941,német,1
Leipzig,1942,német,23.5
Leipzig,1943,német,2.3333333333333335
Leipzig,1944,német,2.3333333333333335
Leipzig,1952,német,2
Leipzig,1953,német,3
Leipzig,1954,német,7
Leipzig,1955,német,4
Leipzig,1957,német,1
Leipzig,1958,német,126
Leipzig,1959,német,2
Leipzig,1961,német,12
Leipzig,1963,német,48
Leipzig,1965,német,9
Leipzig,1966,német,1
Leipzig,1967,német,13
Leipzig,1968,német,3
Leipzig,1969,német,10
Leipzig,1970,német,31
Leipzig,1972,német,13
Leipzig,1973,német,97
Leipzig,1974,német,38.5
Leipzig,NA,német,330.0833333333333
Levoča,1860,szlovák,1
Liège,1860,francia,1
Liège,1944,francia,1
Liège,1945,francia,0.5
Linz,1946,német,1
Linz,1948,német,1
Liptovský Sv. Mikuláš,1911,szlovák,55
Liptovský Sv. Mikuláš,1914,szlovák,3
Liptovský Sv. Mikuláš,1938,szlovák,1
Liptovský Sv. Mikuláš,1940,szlovák,1
Liptovský Sv. Mikuláš,1941,szlovák,1
Liptovský Sv. Mikuláš,1944,szlovák,17
Liptovský Sv. Mikuláš,1947,szlovák,1
Liptovský Sv. Mikuláš,1948,szlovák,10
Liptovský Sv. Mikuláš,1960,szlovák,17
Liptovský Sv. Mikuláš,NA,szlovák,2
Lisboa,1959,portugál,1
Lisboa,1960,portugál,3
Lisboa,NA,portugál,49
Livorno,1948,olasz,1
Ljubljana,1940,szlovén,1
Ljubljana,1952,szlovák,1
Ljubljana,1960,szlovén,37
Ljubljana,1961,szlovén,1
Ljubljana,1967,szlovén,4
Ljubljana,1972,szlovén,1
Lochem,1953,holland,2
Lochem,1963,holland,3
Łódź,1886,lengyel,2
Łódź,1949,lengyel,8
Łódź,NA,lengyel,1
London,1828,angol,1
London,1830,angol,164
London,1849,angol,1
London,1850,angol,4
London,1851,angol,3
London,1852,angol,2
London,1853,angol,1
London,1854,angol,1
London,1858,angol,1
London,1859,német,1
London,1865,angol,2
London,1868,angol,1
London,1875,angol,9
London,1877,angol,65
London,1877,német,12.5
London,1880,orosz,1
London,1881,angol,29
London,1884,angol,1
London,1884,német,0.5
London,1885,angol,1
London,1886,angol,77
London,1888,angol,0.5
London,1889,angol,54.5
London,1890,angol,17
London,1891,angol,1.8333333333333333
London,1892,angol,7
London,1893,angol,2
London,1894,angol,21
London,1895,angol,3
London,1896,angol,4
London,1897,angol,8
London,1898,angol,3
London,1899,angol,5
London,1900,angol,7
London,1900,kínai,1
London,1901,angol,3
London,1902,angol,3
London,1903,angol,2
London,1903,német,0.25
London,1904,angol,5
London,1906,angol,2
London,1908,angol,3
London,1909,angol,3
London,1910,angol,3
London,1911,angol,30
London,1913,angol,28
London,1916,angol,2
London,1917,angol,1
London,1918,angol,2
London,1921,angol,2
London,1922,angol,1
London,1923,angol,1
London,1925,angol,2
London,1926,angol,1
London,1927,angol,2
London,1928,angol,2
London,1929,angol,3
London,1930,angol,1.5
London,1931,angol,2
London,1932,angol,2
London,1933,angol,2
London,1934,angol,60
London,1934,dán,1
London,1934,eszperantó,1
London,1934,francia,1
London,1934,holland,1
London,1934,német,1
London,1934,norvég,1
London,1934,olasz,1
London,1934,portugál,1
London,1934,spanyol,1
London,1934,svéd,1
London,1935,angol,1
London,1935,német,0.3333333333333333
London,1936,angol,29.5
London,1937,angol,54.833333333333336
London,1938,angol,2.5
London,1939,angol,2
London,1941,angol,2
London,1942,angol,2
London,1943,angol,14
London,1943,német,1
London,1944,angol,5
London,1945,angol,11
London,1946,angol,6.333333333333333
London,1947,angol,8
London,1948,angol,8
London,1949,angol,6
London,1951,angol,1
London,1952,angol,1
London,1954,angol,3
London,1958,angol,2
London,1958,német,1
London,1959,angol,0.5
London,1960,angol,1
London,1961,angol,2
London,1961,spanyol,2
London,1962,angol,1
London,1963,angol,34
London,1964,angol,3
London,1965,angol,2.3333333333333335
London,1966,angol,40
London,1967,angol,23
London,1968,angol,2
London,1969,angol,1.3333333333333333
London,1970,angol,22
London,1971,angol,34
London,1972,angol,2.25
London,1975,angol,1
London,NA,angol,22.5
London,NA,német,23.25
Louvain,1895,francia,48
Louvain,1927,flamand,1
Louvain,1930,flamand,1
Lpt. Martin,1952,szlovák,1
Lübeck,NA,német,6
Lučenec,1902,szlovák,7
Lučenec,1914,szlovák,6
Luzern,1936,német,1
Luzern,1948,német,1
Luzern,1950,német,1
Luzern,1951,német,1
Lviv,1872,lengyel,1
Lviv,1874,lengyel,1
Lviv,1875,lengyel,1
Lviv,1876,lengyel,1
Lviv,1877,lengyel,1
Lviv,1879,lengyel,1
Lviv,1881,lengyel,1
Lviv,1882,lengyel,2
Lviv,1884,rutén,2
Lviv,1886,lengyel,2
Lviv,1887,lengyel,1
Lviv,1888,lengyel,1
Lviv,1889,lengyel,1
Lviv,1890,lengyel,1
Lviv,1902,lengyel,1
Lviv,1904,lengyel,1
Lviv,1905,lengyel,1
Lviv,1907,lengyel,2
Lviv,1908,lengyel,2
Lviv,1922,lengyel,1
Lviv,NA,lengyel,5
Maaston,1959,holland,1
Madras,1967,angol,19
Madras,1974,angol,12
Madrid,1920,spanyol,2
Madrid,1921,spanyol,1
Madrid,1922,spanyol,28
Madrid,1923,spanyol,9
Madrid,1941,spanyol,1
Madrid,1943,spanyol,0.5
Madrid,1952,spanyol,2
Madrid,1953,spanyol,1
Madrid,1955,spanyol,1
Madrid,1958,spanyol,1
Madrid,1960,spanyol,1
Madrid,1962,spanyol,3
Madrid,1963,spanyol,1
Madrid,1965,spanyol,2
Madrid,1969,spanyol,7
Madrid,1974,spanyol,1
Madrid,1975,spanyol,61
Madrid,NA,spanyol,22
Mainz,1920,német,1
Mallorca,1931,katalán,1
Manila,1931,spanyol,1
Manila,1935,spanyol,6
Manila,1935,tagalog,6
Mannheim,1893,német,1
Mantova,1906,olasz,2
Maribor,1960,szlovén,1
Maribor,1966,szlovén,2
Maribor,1972,szlovák,1
Maribor,1972,szlovén,1
Marseille,1948,francia,9
Martin,1883,szlovák,1
Martin,1887,szlovák,1
Martin,1904,szlovák,5
Martin,1906,szlovák,1
Martin,1911,szlovák,2
Martin,1914,szlovák,1
Martin,1915,szlovák,1
Martin,1935,szlovák,2
Martin,1937,szlovák,1
Martin,1942,szlovák,75
Martin,1946,szlovák,3
Martin,1948,szlovák,1
Martin,1950,szlovák,2
Martin,1952,szlovák,3
Martin,1954,szlovák,3
Martin,1957,szlovák,1
