id,author,translator,target_title,target_lang,country,year,place,publisher,pagination,orig_lang,editionstat,orig_title,interm_title,isbn,interm_lang,auth_quality,transl_quality
10207,"Márai Sándor","Viragh Christina","Wandlungen einer Ehe",German,Germany,2005,München,Piper,"460 S.",Hungarian,Taschenbuchsonderausg.,"Az igazi",,"(ISBN: 3-492-24554-4, 978-3-492-24554-8); (ISBN: 3-492-24554-4, 978-3-492-24554-8)",,,
10208,"Bartis Attila","Relle Agnes","Die Ruhe",German,Germany,2005,"Frankfurt am Main",Suhrkamp,"299 S.",Hungarian,"1. Aufl.","A Nyugalom",,"(ISBN: 3-518-41682-0)",,,
10209,"Vámos Miklós","Zeltner Ernö","Buch der Väter",German,Germany,2005,"Rheda-Wiedenbrück, Gütersloh",RM-Buch-und-Medien-Vertrieb,"511 S., graph. Darst.",Hungarian,"Ungekürzte Lizenzausg.","Apák könyve",,,,,
10210,"Kukorelly Endre; Truebswetter Iris; Widauer Heinz","Mélyi József; Schweitzer Karlheinz","Ákos Birkás : in diesem Moment ; Ausstellung Ákos Birkás - In diesem Moment, Kunstverein Rosenheim, 18.06. - 31.07.2005",German,Germany,2005,Rosenheim,"Kunstverein Rosenheim","62 S., überw. Ill.",Hungarian,"bilingual ed.",,,"(ISBN: 3-9809544-6-3)",,,
10211,"Kertész Imre","Kornitzer Laszlo; Krüger Ingrid",Liquidation,German,Germany,2005,"Reinbek bei Hamburg",Rowohlt-Taschenbuch-Verlag,"141 S.",Hungarian,,Felszámolás,,"(ISBN: 3-499-24156-0, 978-3-499-24156-7); (ISBN: 3-499-24156-0, 978-3-499-24156-7)",,,
10212,"Romsics Ignác","Schäfer Tibor","Der Friedensvertrag von Trianon",German,Germany,2005,Herne,Schäfer,"224 S., Kt.",Hungarian,,"A trianoni békeszerződés",,"(ISBN: 3-933337-36-4)",,,
10213,"Esterházy Péter","Eszterhás Peter","Harmonia cælestis",Danish,Denmark,2004,København,"Gyldendals Bogklubber","847 sider",Hungarian,"1. bogklubudgave1. oplag","Harmonia caelestis",,"(ISBN: 87-03-00582-8)",,,
10214,"Kertész Imre","Eszterhás Peter",Likvidation,Danish,Denmark,2004,Roskilde,"Batzer & Co","135 sider",Hungarian,"1. udgave1. oplag",Felszámolás,,"(ISBN: 87-90524-55-1)",,,
10215,"Kertész Imre","Eszterhás Peter",Likvidation,Danish,Denmark,2005,København,"Gyldendals Bogklubber","135 sider",Hungarian,"1. bogklubudgave1. oplag",Felszámolás,,"(ISBN: 87-03-00619-0)",,,
10216,"Kertész Imre","Eszterhás Peter","De skæbneløse",Danish,Denmark,2003,Roskilde,"Batzer & Co","211 sider",Hungarian,"2. rev. udgave2. oplag",Sorstalanság,,"(ISBN: 87-90524-47-0)",,,
10217,"Kertész Imre","Eszterhás Peter","Jeg - en anden : forvandlingens krønike",Danish,Denmark,2003,Roskilde,"Batzer & Co","123 sider",Hungarian,"1. udgave1. oplag","Valaki más",,"(ISBN: 87-90524-48-9)",,,
10218,"Kertész Imre","Eszterhás Peter","Jeg - en anden : forvandlingens krønike",Danish,Denmark,2004,København,"Gyldendals Bogklubber","123 sider",Hungarian,"1. bogklubudgave1. oplag","Valaki más",,"(ISBN: 87-03-00210-1)",,,
10219,"Esterházy Péter","Eszterhás Peter","Harmonia cælestis",Danish,Denmark,2004,København,Rosinante,"847 sider",Hungarian,"1. udgave1. oplag","Harmonia caelestis",,"(ISBN: 87-621-0319-9)",,,
10220,"Toth Imre; Spagnolo Acht Francesco","Nociti Antonello","No! : libertà e verità, creazione e negazione : palinsesto di parole e immagini",Italian,Italy,2003,Milano,"Bompiani Il pensiero occidentale","487 p., 8 c. di tav., ill.",Hungarian,,Non!,,"(ISBN: 88-452-9248-7)",,,
10221,"Esterházy Péter; Pressburger Giorgio","Pressburger Giorgio; Sciacovelli Antonio","Harmonia cælestis",Italian,Italy,2003,Milano,Feltrinelli,"706 p., 1 c. di tav.",Hungarian,,"Harmonia caelestis",,"(ISBN: 88-07-01627-3)",,,
10222,"Kertész Imre","Sciacovelli Antonio",Fiasco,Italian,Italy,2003,Milano,Feltrinelli,"283 p.",Hungarian,,"A kudarc",,"(ISBN: 88-07-01642-7)",,,
10223,"Márai Sándor; D'Alessandro Marinella",,"Confessioni di un borghese",Italian,Italy,2003,Milano,Adelphi,"467 p.",Hungarian,,"Egy polgár vallomásai",,"(ISBN: 88-459-1812-2)",,,
10224,"Molnár Ferenc","Brunelli Roberto","I ragazzi della via Pàl",Italian,Italy,2003,Milano,Mondadori,"220 p., 12 c. di tav., ill.",Hungarian,,"A Pál-utcai fiúk",,"(ISBN: 88-04-51997-5)",,,
10225,"Molnár Ferenc","Brunelli Roberto","I ragazzi della via Pal",Italian,Italy,2003,Torino,Einaudi,"XXVII, 166 p.",Hungarian,,"A Pál-utcai fiúk",,"(ISBN: 88-06-16487-2)",,,
10226,"Töttössy Beatrice",,"Scrittori ungheresi allo specchio",Italian,Italy,2003,Roma,Carocci,"296 p., 8 c. di tav., ill.",Hungarian,"bilingual ed.",,,"(ISBN: 88-430-2443-4)",,,
10227,"Kassák Lajos; Ruspanti Roberto",,Poesie,Italian,Italy,1994,"Soveria Mannelli",Rubbettino,"227 p.",Hungarian,"bilingual ed.",,,,,,
10228,"Molnár Ferenc","Balla Ignazio; Jeri Alfredo","I ragazzi di via Pl",Italian,Italy,1994,Milano,"Biblioteca universale Rizzoli","X, 217 p.",Hungarian,,"A Pál-utkai fiúk",,"(ISBN: 88-17-15211-0)",,,
10229,"Bibó István","Nuzzo Armando","Miseria dei piccoli stati dell'Europa orientale",Italian,Italy,1994,Bologna,"Il mulino","119 p.",Hungarian,,"A kelet-európai kisállamok nyomorúsága",,"(ISBN: 88-15-04716-6)",,,
10230,"Esterházy Péter","Sciglitano Mariarosaria","Lo sguardo della contessa Hahn-Hahn : giù per il Danubio",Italian,Italy,1995,Milano,Garzanti,"221 p.",Hungarian,,"Hahn-Hahn grófnö pillantása - lefelé a Dunán",,"(ISBN: 88-11-66180-3)",,,
10231,"Mikszáth Kálmán","Balla Ignazio; Jeri Alfredo","Il fantasma di Lubló",Italian,Italy,1995,Firenze,Passigli,"93 p.",Hungarian,,"Kisértet Lublon és egyébb elbeszélések",,"(ISBN: 88-368-0319-9)",,,
10232,"Pikler Emmi","Chiarlo Viviana","Datemi tempo",Italian,Italy,1996,Como,Red,"281 p., ill.",Hungarian,,,"Lasst mir Zeit","(ISBN: 88-7031-542-8)",German,,
10233,"Bitskey István",,"Il Collegio germanico-ungarico di Roma : contributo alla storia della cultura ungherese in età barocca",Italian,Italy,1996,Roma,Viella,"XIII, 238 p.",Hungarian,,"Hungarissból Rómanssba : a római Collegium Germanicum Hungaricum és a magyarorszssgi barokk művelődés",,"(ISBN: 88-85669-51-4)",,,
10234,Monika,"Mihali Melinda","Diario : una giovane benedettina ungherese negli anni della persecuzione, 1957-1962",Italian,Italy,1996,"Casale Monferrato",Piemme,"349 p., 2 c. di tav., ill.",Hungarian,,"Mónika naplója",,"(ISBN: 88-384-2442-X)",,sister,
10235,"Bibó István","Mihályi Melinda","Isteria tedesca, paura francese, insicurezza italiana : psicologia di tre nazioni da Napoleone a Hitler",Italian,Italy,1997,Bologna,"Il mulino","166 p.",Hungarian,,,,"(ISBN: 88-15-05497-9)",,,
10236,"Han Péter","Motta Giovanna; Tolomeo Rita","Storia dell'Ungheria",Italian,Italy,1996,Milano,"F. Angeli","288 p.",Hungarian,,,,"(ISBN: 88-204-9958-4)",,,
10237,"Molnár Ferenc","Brunelli Roberto","I ragazzi della via Pál",Italian,Italy,1997,Milano,Mondadori,"192 p.",Hungarian,,"A Pál utcai fiúk",,,,,
10238,"Arbačiauskas Valdas; Tóth Gergely","Arbačiauskas Valdas; et al.","Aplinkos apsaugos veiksmingumo įvertinimas",Lithuanian,Lithuania,2005,Kaunas,Technologija,"105 p. : iliustr., schem.",Hungarian,,,,,,,
10239,"Eszes Hajnal; Nepp József","Rindokaitė Rasa","Išminčiukų pasakaitės",Lithuanian,Lithuania,2005,Vilnius,"Mūsų knyga","95 p. : iliustr.",Hungarian,,"Bölcs Bagoly meséi",,,English,,
10240,"Fekete István","Išganaitytė Janina",Murza,Lithuanian,Lithuania,2004,Vilnius,"Gimtasis žodis","301 p. : iliustr.",Hungarian,,Bogáncs,,,,,
10241,"Kürti Kovacs Sandor","Kuliešienė Filomena","Stebuklingoji fleita ir kitos pasakaitės",Lithuanian,Lithuania,2005,Vilnius,"Mūsų knyga","75 p. : iliustr.",Hungarian,,"Bũvös furulya és más mesék",,,Czech,,
10242,"Erkény István","Cinege Panzova Anamarija","Ednominutni noveli",Macedonian,"Macedonia (North)",2005,Skopje,Templum,"154 str., crteži",Hungarian,,"Egyperces novellák",,"(ISBN: 9989-902-64-X)",,,
10243,"Howard Paul","Hajdúk Peter","Štrnásťkarátové auto",Slovak,"Slovak Republic",2004,Bratislava,Kalligram,"216 s.",Hungarian,"1. vyd.","A tizennégykarátos autó",,,,,
10244,"Vujity Tvrtko","Fazekašová Mária","Videl som peklo",Slovak,"Slovak Republic",2003,"Veľký Meder; Veľký Meder","Talentum; Panta Rhei","280 s., fotogr.",Hungarian,"1. vyd.",,,,,,
10245,"Márai Sándor","Kečkéšová Denisa","Sviece dohárajú",Slovak,"Slovak Republic",2003,Bratislava,Kalligram,"142 s.",Hungarian,"1. vyd.","A gyerták csonkig égnek",,,,,
10246,"Esterházy Péter; Örkény István; Wlachovský Karol","Wlachovský Karol","Nádej zomiera posledná : jednominútovky",Slovak,"Slovak Republic",2004,Bratislava,Kalligram,"376 s.",Hungarian,"1. vyd.","Egyperces novellák",,,,,
10247,,,"Bájky z rozprávkového lesa",Slovak,"Slovak Republic",2004,Prešov,"Luna corporation","96 s., fareb. ilustr.",Hungarian,"1. vyd.",,,,,,
10248,"Erzsébet Nyírő; Mičová Zuzana",,"Veselá zajačia rodinka",Slovak,"Slovak Republic",2004,Bratislava,Matys,"47 s., fareb. ilustr.",Hungarian,"1. vyd.",,,,,,
10249,,"Magová Gabriela","Čo je to? : otázky a odpovede pre deti",Slovak,"Slovak Republic",2004,Bratislava,"Viktoria print","127 s., fareb. ilustr.",Hungarian,"1. slov. vyd.",,,,,,
10250,"Kertész Imre","Szolnokiová Juliana",Likvidácia,Slovak,"Slovak Republic",2005,Bratislava,Kalligram,"131 s.",Hungarian,"1. vyd.",Felszámolás,,,,,
10251,"Eszesová Hajnal; Nepp József","Navrátil Milan","Rozprávky múdrej sovy",Slovak,"Slovak Republic",2005,Bratislava,Noxi,"95 s., fareb. fotogr.",Hungarian,"1. vyd.","Bölcs Bagoly meséi",,,,,
10252,"Eszesová Hajnal; Nepp József","Navrátil Milan","Pohádky moudré sovy",Czech,"Slovak Republic",2005,Bratislava,Noxi,"95 s., fareb. ilustr.",Hungarian,"1. vyd.","Bölcs Bagoly meséi",,,,,
10253,,"Demáková Ľudmila; Simová Eva","Zvieratá žijúce vo voľnej prírode",Slovak,"Slovak Republic",2004,Bratislava,Tigra,"47 s., fareb. ilustr., 1 CD",Hungarian,"1. vyd.",,,,,,
10254,"Tünde Balla","Brnák Róbert; Brnáková Mária","Brušný tanec : harmónia, životná sila, formovanie tela, erotika",Slovak,"Slovak Republic",2005,Levice,"Levické tlačiarne LVT","95 s., fotogr., ilustr.",Hungarian,"1. vyd.",,,,,,
10255,"Tomiš Karol","Beniak Valentín; Lukáč Emil Boleslav; Smrek Ján","A hľadáme pravdu : výber z diela Attilu Józsefa",Slovak,"Slovak Republic",2005,"Bratislava; Bratislava","Kultúrny inštitút Maďarskej republiky; Kalligram","177 s.",Hungarian,"1. vyd.",,,,,,
10256,"Vujity Tvrtko","Dimitrovová Táňa; Navrátil Martin","Viděl jsem peklo",Czech,"Slovak Republic",2004,Bratislava,Noxi,"327 s., fotogr.",Hungarian,"1. vyd.",,,,,,
10257,"Benedek Endre","Padro Hubert Josep","600 programas para el entrenamiento de fútbol",Spanish,Spain,1992,Barcelona,Paidotribo,"490 p., ill.",Hungarian,,"600 labdarúgó edzésjáték",,,,,
10258,"Szabó Magda","Daróczi Anikó; Hennink Ellen","De deur",Dutch,Belgium,2006,Antwerpen,Houtekiet,"286 p.",Hungarian,"5de druk","Az ajtó",,"(ISBN: 90-5240-878-5)",,,
10259,"Földényi László F.","Alföldy Mari; Schopenhauer Margreeth","Muzen en titanen : essays",Dutch,Belgium,2005,Antwerpen,Atlas,"237 p.",Hungarian,,,,"(ISBN: 90-450-1194-8)",,,
10260,"Szabó Magda","Daróczi Anikó; Hennink Ellen","Het ogenblik : Creüsais",Dutch,Belgium,2006,Antwerpen,Houtekiet,"310 p.",Hungarian,,"A pillanat",,"(ISBN: 90-5240-890-4)",,,
10261,,,"Tri cvjata: cerveno, bjalo, zeleno : mlada ungarska poezija",Bulgarian,Bulgaria,2004,Sofija,"Akademičen centar za literatura i kultura","116 p",Hungarian,,,,,,,
10262,"Petoz Andras",,"Na mjastoto ot slănceto ogrjano",Bulgarian,Bulgaria,2003,Sofija,"Akademičen centar za literatura i kultura","76 p",Hungarian,,,,,,,
10263,"Toth Imre H.","Bur-Markovska Marta","Svetite bratja Konstantin-Kiril i Metodij",Bulgarian,Bulgaria,2002,Sofija,"Ungarski kulturen institut","252 p",Hungarian,"2. ed.",,,,,,
10264,,"Milanov Aleksandar; et al.","Mjauči pes zelen",Bulgarian,Bulgaria,2005,Sofija,Gutenberg,"276 p",Hungarian,,,,,,,
10265,"Nagy László; Secsy Margit","Milanov Aleksandar; et al.","Južen obred",Bulgarian,Bulgaria,2005,Sofija,Gutenberg,"271 p",Hungarian,,,,,,,
10266,"Csáth Géza","Hristov Martin; et al.","Opium : Dnevnik 1912-1913 g.",Bulgarian,Bulgaria,2005,Sofija,Ergo,"302 p",Hungarian,,"Napló 1912-1913 ; Mesek, amelyek rosszul vegzodnek",,,,,
10267,,"Pavlova Ivanka","Cvetni mastila : antologija na ungarskata poezija",Bulgarian,Bulgaria,2005,Sofija,Stigmati,"160 p",Hungarian,,,,,,,
10268,"Márai Sándor","Gálová Dana",Judita,Czech,"Czech Republic",2005,Praha,Academia,"443 s.","Hungarian; Hungarian","Vyd. 1.","Judit ... és utóhang; Igazi",,"(ISBN: 80-200-1312-1)",,,
10269,,,"Rostliny v bytě",Czech,"Czech Republic",2005,Praha,"Svojtka & Co.","120 s.",Hungarian,"1. české vyd.","Otthonunk novenyei",,"(ISBN: 80-7352-167-9)",,,
10270,"Esterházy Péter","Gálová Dana","Pomocná slovesa srdce : úvod do krásné literatury",Czech,"Czech Republic",2005,Praha,Dauphin,"94 s.",Hungarian,,"Szív segédigéi",,"(ISBN: 80-7272-011-2)",,,
10271,,"Rudá Daniela","Němčina : jazykový průvodce : last minute : ideální na cesty",Czech,"Czech Republic",2005,Praha,Klett,"260 s.",Hungarian,"1. vyd.","Last minute útiszótár német",,"(ISBN: 80-86906-20-5)",,,
10272,"Tar Sándor","Navrátil Milan","Šedý holub",Czech,"Czech Republic",2005,Praha,Dauphin,"241 s.",Hungarian,,"Szürke galamb",,"(ISBN: 80-7272-072-4)",,,
10273,"Müller Peter","Zbavitel Dušan; Zbavitelová Monika","Had a kříž",Czech,"Czech Republic",2005,Liberec,Santal,"293 s.",Hungarian,"Vyd. 1.","Kígyó és kereszt",,"(ISBN: 80-85965-44-5)",,,
10274,"Kertész Imre","Posǒvá Kateřina",Fiasko,Czech,"Czech Republic",2005,Praha,Academia,"348 s.",Hungarian,"Vyd. 1.",Kudarc,,"(ISBN: 80-200-1299-0)",,,
10275,"Klokočka Vladimír","Klokočka Vladimír","Ústavy států Evropské unie (2:) Ústavní texty České republiky, Estonska, Kypru, Litvy, Lotyšska, Maďarska, Malty, Polska, Slovenska a Slovinska","Czech; Slovak","Czech Republic",2005,Praha,Linde,"335 s.","Slovenian; Maltese; Lithuanian; Hungarian; Latvian; Greek, Modern (1453-); Estonian; Polish",,,,"(ISBN: 80-7201-556-7)",,,
10276,"Schmidt Maria","Gálová Dana","Zákulisní taje : nové aspekty historie procesů s Algerem Hissem (USA), László Rajkem (Maďarsko) a inscenovaných procesů ve východní a střední Evropě",Czech,"Czech Republic",2005,Praha,"Občanský institut","144 s.",Hungarian,"V českém jazyce vyd. 1.",,,"(ISBN: 80-86228-11-8)",,,
10277,"Zsuzsa Radvány",,"Betlém : trojrozměrná skládačka pod stromeček",Czech,"Czech Republic",2005,"Říčany u Prahy",Junior,"14 s.",Hungarian,"České vyd.",,,"(ISBN: 80-7267-183-9)",,,
10278,,,"Telátko hledá kamarády",Czech,"Czech Republic",2005,"Říčany u Prahy",Junior,"8 s.",Hungarian,,,,"(ISBN: 80-7267-187-1)",,,
10279,,,"Slůně hledá kamarády",Czech,"Czech Republic",2005,"Říčany u Prahy",Junior,"8 s.",Hungarian,,,,"(ISBN: 80-7267-188-X)",,,
10280,"Pályi András","Okrouhlá Ana",Příchody,Czech,"Czech Republic",2005,Brno,Høst,"203 s.",Hungarian,"Vyd. 1.",Megérkezés,,"(ISBN: 80-7294-160-7)",,,
10281,,,"Pohádky o veselých zvířátkách",Czech,"Czech Republic",2005,Praha,"Svojtka & Co.","95 s.",Hungarian,"1. české vyd.","Kerekerdő meséi II",,"(ISBN: 80-7352-214-4)",,,
10282,"Márai Sándor","Gálová Dana","Čutora : pes s charakterem",Czech,"Czech Republic",2005,Praha,Academia,"188 s.",Hungarian,"Vyd. v tomto překladu 1.",Csutora,,"(ISBN: 80-200-1368-7)",,,
10283,,,"Znáš zvířata? : zajímavosti ze světa zvířat",Czech,"Czech Republic",2006,Praha,"Svojtka & Co.","63 s.",Hungarian,"1. české vyd.",Tudod-e?,,"(ISBN: 80-7352-329-9)",,,
10284,"Márai Sándor","Valentová Anna","Svíce dohořívají",Czech,"Czech Republic",2006,Praha,"Pro edici Světová literatura Lidových novin vydalo nakl. Euromedia Group","125 s.",Hungarian,"Vyd. 2., V EMG 1.","Gyertyak csonkig egnek",,"(ISBN: 80-86938-45-X)",,,
10285,,,"Víš o tom? : od kamenné sekery k mikroprocesoru : zajímavé otázky a odpovědi pro děti",Czech,"Czech Republic",2006,Praha,"Svojtka & Co.","63 s.",Hungarian,"1. české vyd.",Tudod-e?,,"(ISBN: 80-7352-372-8)",,,
10286,,,"Znáš zvířata? : zajímavosti ze světa zvířat",Czech,"Czech Republic",2006,Praha,"Svojtka & Co.","127 s.",Hungarian,"2. české vyd., V tomto souboru 1.",Tudod-e?,,"(ISBN: 80-7352-449-X)",,,
10287,"Márai Sándor","Valentová Anna","Noc před rozvodem",Czech,"Czech Republic",2006,Praha,"Abonent ND","217 s.",Hungarian,"V českém jazyce vyd. 1.","Valas Budan",,"(ISBN: 80-7258-243-7)",,,
10288,"Kertész Imre","Gálová Dana",Likvidace,Czech,"Czech Republic",2006,Praha,Academia,"125 s.",Hungarian,"Vyd. 1.",Felszámolás,,"(ISBN: 80-200-1427-6)",,,
10289,"Müller Peter","Zbavitel Dušan; Zbavitelová Monika","Koruna a kořeny",Czech,"Czech Republic",2006,Liberec,Santal,"307 s.",Hungarian,"Vyd. 1.","Lomb és gyökér",,"(ISBN: 80-85965-47-X)",,,
10290,"Lenkei Gábor","Kitanovics A.","Proč nesnášíme politiky",Czech,"Czech Republic",2006,Praha,"Beta Books","113 s.",Hungarian,"1. vyd.","Miért nem bírjuk a politikusokat?",,"(ISBN: 80-86851-56-7)",,,
10291,"Borbély Szilárd","Szymanowská Lucie","Pompa funebris : sekvence",Czech,"Czech Republic",2006,Zblov,Opus,"136 s.",Hungarian,"Vyd. 1.","Halotti pompa",,"(ISBN: 80-903456-8-9)",,,
10292,"Esterházy Péter; Kertész Imre","Gálová Dana",Příběh,Czech,"Czech Republic",2006,Praha,Academia,"62 s.",Hungarian,"Vyd. 1.","Egy történet",,"(ISBN: 80-200-1456-X)",,,
10293,"Pap Károly","Skirecki Hans","Azarel : Roman",German,Germany,2006,München,btb,"303 p.",Hungarian,,Azarel,,"(ISBN: 3-442-73418-5, 978-3-442-73418-4); (ISBN: 3-442-73418-5, 978-3-442-73418-4)",,,
10294,"Rakovszky Zsuzsa","Zeltner Ernö","Im Schatten der Schlange : Roman",German,Germany,2005,München,btb,"575 p.",Hungarian,,"A kígyó árnyéka",,"(ISBN: 3-442-73196-8, 978-3-442-73196-1); (ISBN: 3-442-73196-8, 978-3-442-73196-1)",,,
10295,"Földényi László F.","Doma Akos","Newtons Traum : Blakes Newton",German,Germany,2005,Berlin,"Matthes und Seitz","272 p., Ill.",Hungarian,,"Newton álma",,"(ISBN: 3-88221-860-6)",,,
10296,"Krasznahorkai László","Skirecki Hans","Krieg und Krieg : Roman",German,Germany,2006,"Frankfurt am Main",Fischer-Taschenbuch-Verlag,"317 p.",Hungarian,,"Háború és háború",,"(ISBN: 3-596-14997-5, 978-3-596-14997-1); (ISBN: 3-596-14997-5, 978-3-596-14997-1)",,,
10297,"Darvasi László","Kornitzer Laszlo","Wenn ein Mittelstürmer träumt : meine Weltgeschichte des Fussballs",German,Germany,2006,"Frankfurt am Main",Suhrkamp,"179 p.",Hungarian,,"A titokzatos világválogatott",,"(ISBN: 3-518-45765-9)",,,
10298,"Schwen Tibor","Gedö Éva","Heideggers Wissenschaftsauffassung : im Spiegel der Schriften 1919 - 29",German,Germany,2005,"Frankfurt am Main, Berlin",Lang,"150 p.",Hungarian,,,,"(ISBN: 3-631-53044-7)",,,
10299,"Kertész Imre","Schwamm Kristin","Dossier K. : eine Ermittlung",German,Germany,2006,"Reinbek bei Hamburg",Rowohlt,"238 p.",Hungarian,,"K. dosszié",,"(ISBN: 3-498-03530-4, 978-3-498-03530-3); (ISBN: 3-498-03530-4, 978-3-498-03530-3)",,,
10300,"Kosztolányi Dezső","Viragh Christina","Die Abenteuer des Kornél Esti",German,Germany,2006,Berlin,Rowohlt,"186 p.",Hungarian,,"Esti Kornél",,"(ISBN: 3-87134-539-3, 978-3-87134-539-5); (ISBN: 3-87134-539-3, 978-3-87134-539-5)",,,
10301,"Kosztolányi Dezső","Viragh Christina","Ein Held seiner Zeit : die Bekenntnisse des Kornél Esti ; Roman",German,Germany,2005,"Reinbek bei Hamburg",Rowohlt-Taschenbuch-Verlag,"302 Sp",Hungarian,,"Esti Kornél",,"(ISBN: 3-499-24111-0, 978-3-499-24111-6); (ISBN: 3-499-24111-0, 978-3-499-24111-6)",,,
10302,"Kemenczei Tibor","Rätz Ottó","Funde ostkarpatenländischen Typs im Karpatenbecken",German,Germany,2005,Stuttgart,Steiner,"186 p.",Hungarian,,,,"(ISBN: 3-515-08642-0)",,,
10303,"Méhes György","Deréky Géza","Siebenbürger Millionäre : die Keller-Dynastie - eine Familiensaga",German,Germany,2006,"Frankfurt am Main, München","Weimarer Schiller-Presse","410 p.",Hungarian,,,,"(ISBN: 3-86548-330-5)",,,
10304,"Esterházy Péter","Buda György","Deutschlandreise im Strafraum",German,Germany,2006,Berlin,Berlin-Verlag,"184 p.",Hungarian,,,,"(ISBN: 3-8270-0644-9)",,,
10305,"Esterházy Péter","Barth Bernd-Rainer","Einführung in die schöne Literatur",German,Germany,2006,Berlin,Berlin-Verlag,"888 p., Ill.",Hungarian,,"Bevezetés a szépirodalomba",,"(ISBN: 3-8270-0539-6)",,,
10306,"Nádas Péter","Futaky Ruth","Freiheitsübungen und andere kleine Prosa",German,Germany,2006,Berlin,"Berliner Taschenbuch-Verlag","207 p.",Hungarian,,"Talát cetli",,"(ISBN: 3-8333-0391-3)",,,
10307,"Hász Robert","Kunze Christina","Für alle Ewigkeit : Roman",German,Germany,2006,Stuttgart,Klett-Cotta,"288 p.",Hungarian,,Végvár,,"(ISBN: 3-608-93731-5, 978-3-608-93731-2); (ISBN: 3-608-93731-5, 978-3-608-93731-2)",,,
10308,"Kertész Imre","Máté Angelika; Máté Péter",Detektivgeschichte,German,Germany,2006,"Reinbek bei Hamburg",Rowohlt-Taschenbuch-Verlag,"137 p.",Hungarian,,Detektívtörténet,,"(ISBN: 3-499-24233-8, 978-3-499-24233-5); (ISBN: 3-499-24233-8, 978-3-499-24233-5)",,,
10309,"Zilahy Lajos","Neumann-Veith Eta; Seidler Andrea","Was mein Herz begehrt : Roman",German,Germany,2006,München,Diana-Verlag,"542 p.",Hungarian,,"Két fogoly",,"(ISBN: 3-453-35134-7, 978-3-453-35134-9); (ISBN: 3-453-35134-7, 978-3-453-35134-9)",,,
10310,"Szerb Antal","Szent-Iványi Ita","Oliver VII. : Roman",German,Germany,2006,München,"Deutscher Taschenbuch-Verlag","173 p.",Hungarian,,"VII. Oliver",,"(ISBN: 3-423-13474-7, 978-3-423-13474-3); (ISBN: 3-423-13474-7, 978-3-423-13474-3)",,,
10311,"Vámos Miklós","Zeltner Ernö","Buch der Väter : Roman",German,Germany,2006,München,btb,"511 p.",Hungarian,,"Apák könyve",,"(ISBN: 3-442-73490-8, 978-3-442-73490-0); (ISBN: 3-442-73490-8, 978-3-442-73490-0)",,,
10312,"Eörsi István","und Heinrich Eisterer","Im geschlossenen Raum : Roman",German,Germany,2006,"Frankfurt am Main",Suhrkamp,"322 p.",Hungarian,,"Zárt térben",,"(ISBN: 3-518-41749-5)",,,
10313,"Dalos György","Dalos György; Zylla Elsbeth","Balaton-Brigade : Erzählung",German,Germany,2006,Hamburg,Rotbuch-Verlag,"189 p.",Hungarian,,Balaton-brigád,,"(ISBN: 3-434-53145-9)",,,
10314,"Darvasi László","Eisterer Heinrich","Herr Stern : Novellen",German,Germany,2006,"Frankfurt am Main",Suhrkamp,"226 p.",Hungarian,,,,"(ISBN: 3-518-12476-5, 978-3-518-12476-5); (ISBN: 3-518-12476-5, 978-3-518-12476-5)",,,
10315,"Márai Sándor","Podmaniczky Tibor; Siehr Hanna","Schule der Armen : ein Leitfaden für Menschen mit geringem Einkommen",German,Germany,2006,München,Piper,"169 p.",Hungarian,,"A szegények iskolája",,"(ISBN: 3-492-04859-5, 978-3-492-04859-0); (ISBN: 3-492-04859-5, 978-3-492-04859-0)",,,
10316,"Hidas György; Raffai Jenö","Katschnig Nora","Nabelschnur der Seele : psychoanalytisch orientierte Förderung der vorgeburtlichen Bindung zwischen Mutter und Baby",German,Germany,2006,Giessen,Psychosozial-Verlag,"248 p.",Hungarian,,"Lelki köldökzsinór",,"(ISBN: 3-89806-458-1)",,,
10317,,"Nagy Bela","Sigismundus Rex et Imperator : Kunst und Kultur zur Zeit Sigismunds von Luxemburg ; 1387 - 1437 ; Ausstellungskatalog ; Budapest, Szépművészeti Múzeum, 18. März - 18. Juni 2006 ; Luxemburg, Musée National d'Histoire et d'Art, 13. Juli - 15. Oktober 2006",German,Germany,2006,Mainz,Zabern,"733 p.",Hungarian,,,,"(ISBN: 3-8053-3626-8, 3-8053-3640-3, 978-3-8053-3626-0, 978-3-8053-3640-6); (ISBN: 3-8053-3626-8, 3-8053-3640-3, 978-3-8053-3626-0, 978-3-8053-3640-6); (ISBN: 3-8053-3626-8, 3-8053-3640-3, 978-3-8053-3626-0, 978-3-8053-3640-6); (ISBN: 3-8053-3626-8, 3-8053-3640-3, 978-3-8053-3626-0, 978-3-8053-3640-6)",,,
10318,"Sterbetz István",,"Die Brachschwalbe : Glareola pratincola ; mit 24 Tabellen",German,Germany,2006,Hohenwarsleben,Westarp-Wissenschaften,"111 p.",Hungarian,,"A székicsér",,"(ISBN: 3-89432-818-5)",,,
10319,"Kristó Gyula","Schäfer Tibor","Geschichte des frühen Siebenbürgens",German,Germany,2006,Herne,Schäfer,"281 p.",Hungarian,,"A korai Erdély (895 - 1324)",,"(ISBN: 3-933337-37-2)",,,
