id	author	orig_title	genre	orig_yr	orig_city	targ_lan_n	country	world	targ_title	translator	megjelenes	megjegyzes	city_n	year_n	editionstat	isPartOf	HU-minor	interm_title	interm_lang	is_container	series	db	auth_quality	transl_quality	publisher	pagination	orig_lang	isbn	kotet	city	year	targ_lan
211326	KONRÁD György	Kerti mulatság		1987		svéd	Sweden	NA	Melinda och Dragoman	Ortman Maria	NA	1987 szamizdat. 1989 átdolgozott változat	Stockholm	1992	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Alba	302, 2 s.	Hungarian	(ISBN: 91-7458-924-5)	NA	Stockholm	1992	svéd
211327	CSOÓRI Sándor	Források:	vers			svéd	Sweden	NA	Med en grön kvist i min hand : dikter	Csatlós János; Isaksson Folke; Jávorszky Béla	NA	NA	Stockholm	1990	NA	-3		NA	NA	FALSE	NA	it	NA	NA	Bonnier	66, 5 s.	Hungarian	(ISBN: 91-0-047874-1)	NA	Stockholm	1990	svéd
211328	---	NA				svéd	Sweden	NA	Hundra dikter av hundra diktare : med utländska rötter	NA	NA	NA	Stockholm	1990	NA	-3		NA	NA	TRUE	NA	it	NA	NA	Invandrarnas kulturcentrum	136 s., ill.	English; Serbo-Croatian (to 1992); Hungarian; Spanish	NA	NA	Stockholm	1990	svéd
211329	KONRÁD György	Európa köldökén	esszé	1990		svéd	Sweden	NA	Från Europas navel	Gleichmann Gabi	NA	NA	Stockholm	1990	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Alba	196, 3 s.	Hungarian	(ISBN: 91-7458-159-7)	NA	Stockholm	1990	svéd
211330	---	NA				svéd	Sweden	NA	Motivutveckling : en antologi med 14 ungerska berättelser från 80-talet	Alevras Jorgos	NA	NA	Stockholm−Stehag	1990	NA	-3		NA	NA	TRUE	NA	it	NA	NA	Symposion	217 s.	Hungarian	(ISBN: 91-7868-219-3)	NA	Stockholm, Stehag	1990	svéd
211331	Ørvig Mary; Blanc Margit	NA				svéd	Sweden	NA	Sagor och berättelser från invandrarbarnens länder : läsning från Chile, Estland, Finland, Grekland, Iran, Jugoslavien, Polen, Rumänien, Turkiet, Ungern	NA	NA	NA	Stockholm	1990	NA	-2		NA	NA	TRUE	NA	it	NA	NA	Rabén & Sjögren	302 s., ill. vissa i färg	Polish; Farsi, Western; Persian; Turkish; Romanian; Serbo-Croatian (to 1992); Finnish; Hungarian; Spanish; Greek, Modern (1453-); Estonian	(ISBN: 91-29-59623-8)	NA	Stockholm	1990	svéd
211333	KOSZTOLÁNYI Dezső	Esti Kornél		1934		horvát	Croatia	NA	Kornel Esti	Peternai Andrić Kristina	NA	NA	Zagreb	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Disput; Hrvatsko filološko društvo	256 str.	Hungarian	(ISBN: 978-953-260-063-6, 978-953-7067-88-5); (ISBN: 978-953-260-063-6, 978-953-7067-88-5)	NA	Zagreb; Zagreb	2008	horvát
211336	MÁRAI Sándor	Vendégjáték Bolzanóban		1940		horvát	Croatia	NA	Ljubavnik u Bolzanu	NA	NA	NA	Zagreb	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Mirakul	256 str.	Hungarian	(ISBN: 978-953-7164-22-5)	NA	Zagreb	2008	horvát
211338	KERTÉSZ Imre	Gályanapló		1992		horvát	Croatia	NA	Dnevnik s galije	Detoni Xenia	NA	NA	Zagreb	2008	1. izd.	NA		NA	NA	FALSE	NA	it	NA	NA	Fraktura	257 str.	Hungarian	(ISBN: 978-953-266-058-6)	NA	Zagreb	2008	horvát
211341	DRAGOMÁN György	A fehér király		2005	Budapest	horvát	Croatia	NA	Bijeli kralj	Detoni Xenia	NA	NA	Zaprešić	2008	1. izd.	NA		NA	NA	FALSE	NA	it	NA	NA	Fraktura	263 str.	Hungarian	(ISBN: 978-953-266-075-3)	NA	Zaprešić	2008	horvát
211342	JANIKOVSZKY Éva	Felelj szépen, ha kérdeznek!	gyerek	1968		japán	Japan	NA	Boku ohenzi wa	Ise Kyouko	NA	NA	Tokyo	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Popurasya	1 v.	Hungarian	(ISBN: 978-4-591-10170-4)	NA	Tokyo	2008	japán
211343	MARÉK Veronika	Boribon autózik	gyerek	2007		japán	Japan	NA	Burunmi no doraibu	Hani Kyouko	NA	NA	Tokyo	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Huutousya	1 v.	Hungarian	(ISBN: 978-4-89219-302-6)	NA	Tokyo	2008	japán
211344	JANIKOVSZKY Éva	Bertalan és Barnabás	gyerek	1969		japán	Japan	NA	Hutago no beru to baru	Utikawa Kazumi	NA	NA	Tokyo	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Nora syoten	1 v.	Hungarian	(ISBN: 978-4-931129-47-4)	NA	Tokyo	2008	japán
211349	DRAGOMÁN György	A fehér király		2005	Budapest	héber	Israel	NA	Ha-melekh ha-lavan	Dekel Avi	NA	NA	Ben Shemen	2009	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Modan	255 p.	Hungarian	NA	NA	Ben Shemen	2009	héber
211350	Szöllős Vera	Adaptation				héber	Israel	NA	Histaglut	Yaron Judith	NA	NA	Tel Aviv	2009	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Eked	89 p.	Hungarian	NA	NA	Tel Aviv	2009	héber
211351	MÁRAI Sándor	Az igazi		1941		héber	Israel	NA	Ha-amitit	Algazi Miriam	NA	NA	Jerusalem	2009	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Keter	367 p.	Hungarian	NA	NA	Jerusalem	2009	héber
211352	BABITS Mihály	A gólyakalifa		1916	Budapest	héber	Israel	NA	Halif ha-hasida	Sa'ari Rami	NA	NA	Jerusalem	2009	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Carmel	163 p.	Hungarian	NA	NA	Jerusalem	2009	héber
211353	VÁMOS Miklós	Apák könyve		2000		héber	Israel	NA	Sefer ha-avot	Tarbai David	NA	NA	Or Yehuda	2009	NA	NA		The book of fathers	English	FALSE	NA	it	NA	NA	Mahbarot le-sifrut	410 p.	Hungarian	NA	NA	Or Yehuda	2009	héber
211354	FÜST Milán	NA				héber	Israel	NA	Rehov ruhot ha-refaim	Yaoz-Keszt Itamar	NA	NA	Tel Aviv	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Eked	63 p.	Hungarian	NA	NA	Tel Aviv	2008	héber
211356	Fodor Ladislaus	NA				katalán	Spain	NA	Maria ... no siguis tonta!	Riba R.; Rodellas Ll.	NA	NA	Barcelona	1931	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Libreria Bonavia	23 p.	Hungarian	NA	NA	Barcelona	1931	katalán
211357	MOLNÁR Ferenc	A jó tündér	dráma	1930		angol	USA	NA	The good fairy	Hinton Jane	NA	NA	New York	1932	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Long & Smith	178 p.	Hungarian	NA	NA	New York	1932	angol
211363	MÁRAI Sándor	Napló 1984-1989; Napló 1945-1957; Napló 1943-1944; Napló 1958-1967; Napló 1968-1975; Napló 1976-1983				cseh	Czech Republic (1992-)	NA	Deníky	Gálová Dana; Sládková Estera	NA	NA	Praha	2008	Vyd. 1.	NA		NA	NA	FALSE	NA	it	NA	NA	Academia	2 sv.	Hungarian; Hungarian; Hungarian; Hungarian; Hungarian; Hungarian	(ISBN: 978-80-200-1563-1)	NA	Praha	2008	cseh
211364	BODOR Ádám	Sinistra körzet		1992	Budapest	cseh	Czech Republic (1992-)	NA	Okrsek Sinistra : kapitoly románu	Valentová Anna	NA	NA	Praha	2008	Vyd. 1.	NA		NA	NA	FALSE	NA	it	NA	NA	Havran	169 s.	Hungarian	(ISBN: 978-80-86515-80-9)	NA	Praha	2008	cseh
211365	ESTERHÁZY Péter	Kis magyar pornográfia		1984		cseh	Czech Republic (1992-)	NA	Malá maďarská pornografie : úvod do krásné literatury	Rossová Anna	NA	NA	Praha	2008	1., přehlédnuté vyd.	NA		NA	NA	FALSE	NA	it	NA	NA	Mladá fronta	146 s.	Hungarian	(ISBN: 978-80-204-1788-6)	NA	Praha	2008	cseh
211366	HAMVAS Béla	A bor filozófiája; Túlvilági kalauz	esszé			cseh	Czech Republic (1992-)	NA	Filosofie vína : Průvodce po Onom světě	Csoma Borbála; Svoboda Robert; Lebeda Ondřej	NA	NA	Praha	2008	V tomto souboru vyd. 1.	NA		NA	NA	FALSE	NA	it	NA	NA	Malvern	95 s.	Hungarian; Hungarian	(ISBN: 978-80-86702-35-3)	NA	Praha	2008	cseh
211367	Farkas Péter	Nyolc perc				cseh	Czech Republic (1992-)	NA	Osm minut	Valentová Anna	NA	NA	Praha	2008	1. vyd.	NA		NA	NA	FALSE	NA	it	NA	NA	Dybbuk	102 s.	Hungarian	(ISBN: 978-80-86862-50-7)	NA	Praha	2008	cseh
211368	ILLYÉS Gyula	Hetvenhét magyar népmese		1953		cseh	Czech Republic (1992-)	NA	Divotvorný vůl a jiné maďarské pohádky	Horváthová Kateřina	NA	NA	Praha	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Dauphin	269 s.	Hungarian	(ISBN: 978-80-7272-143-6)	NA	Praha	2008	cseh
211369	KRASZNAHORKAI László	Északról hegy, Délről tó, Nyugatról utak, Keletről folyó		2003		cseh	Czech Republic (1992-)	NA	Od severu hora - Od jihu jezero - Od západu cesty - Od východu řeka	Kolmanová Simona	NA	NA	Praha	2008	1. vyd.	NA		NA	NA	FALSE	NA	it	NA	NA	Mladá fronta	110 s.	Hungarian	(ISBN: 978-80-204-1849-4)	NA	Praha	2008	cseh
211370	GRECSÓ Krisztián	Isten hozott		2005		cseh	Czech Republic (1992-)	NA	Buď vítán : Kleinův deník	Okrouhlá Ana	NA	NA	Zlín	2008	Vyd. 1.	NA		NA	NA	FALSE	NA	it	NA	NA	Kniha Zlín	343 s.	Hungarian	(ISBN: 978-80-87162-02-6)	NA	Zlín	2008	cseh
211371	DARVASI László	A könnymutatványosok legendája		1999		cseh	Czech Republic (1992-)	NA	Legenda o kejklířích se slzami	Novotný Pavel	NA	NA	Praha	2008	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Dauphin	455 s.	Hungarian	(ISBN: 978-80-7272-144-3)	NA	Praha	2008	cseh
211372	DRAGOMÁN György	A fehér király		2005	Budapest	cseh	Czech Republic (1992-)	NA	Bílý král	Valentová Anna	NA	NA	Praha	2008	1. vyd.	NA		NA	NA	FALSE	NA	it	NA	NA	Dybbuk	261 s.	Hungarian	(ISBN: 978-80-86862-67-5)	NA	Praha	2008	cseh
211373	Szabó Zsolt	NA				cseh	Czech Republic (1992-)	NA	S Ezopem o zvířátkách	Pestiho Pannóniai Gábor	NA	NA	Praha	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Fortuna Libri	96 s.	Hungarian	(ISBN: 978-80-7321-435-7)	NA	Praha	2008	cseh
211375	ZILAHY Lajos	A szökevény		1931		angol	USA	NA	The deserter	Halasz George	NA	Az OSZK katalógusában van egy bizonytalan kiadási év: [193?]. Tehát 1931-es lehet, hogy csak a második kiadás.	New York	1932	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Doubleday	314 p.	Hungarian	NA	NA	New York	1932	angol
211377	DRAGOMÁN György	A fehér király		2005	Budapest	szlovén	Slovenia	NA	Beli kralj	Hradil Jože	NA	NA	Radovljica	2007	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Didakta	269 str.	Hungarian	(ISBN: 978-961-6646-25-3)	NA	Radovljica	2007	szlovén
211378	NÁDAS Péter	Saját Halál; A helyszín óvatos meghatározása				szlovén	Slovenia	NA	Lastna smrt; Skrbna opredelitev kraja	Hradil Jože	NA	NA	Ljubljana	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Študentska založba	165 str., ilustr.	Hungarian; Hungarian	(ISBN: 978-961-242-142-7)	NA	Ljubljana	2008	szlovén
211379	BODOR Ádám	Sinistra körzet		1992	Budapest	szlovén	Slovenia	NA	Okraj Sinistra : poglavja nekega romana	Gaál Gabriella	NA	NA	Ljubljana	2008	1. izd.	NA		NA	NA	FALSE	NA	it	NA	NA	Modrijan	170 str.	Hungarian	(ISBN: 978-961-241-211-1)	NA	Ljubljana	2008	szlovén
211380	ÖRKÉNY István	Egyperces novellák		1968		szlovén	Slovenia	NA	Enominutne novele	Gaál Gabriella	NA	NA	Ljubljana	2008	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Društvo Apokalipsa	204 str., ilustr.	Hungarian	(ISBN: 978-961-6644-31-0)	NA	Ljubljana	2008	szlovén
211381	KOSZTOLÁNYI Dezső	A véres költő (Nero)		1921		szlovén	Slovenia	NA	Neron, krvavi pesnik	Mihelič Marjanca	NA	NA	Ljubljana	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Cankarjeva založba	247 str.	Hungarian	(ISBN: 978-961-231-665-5)	NA	Ljubljana	2008	szlovén
211382	KERTÉSZ Imre	K. dosszié		2006		norvég	Norway	NA	K. mappe	Kemény Kari	NA	NA	Oslo	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Pax	157 s.	Hungarian	(ISBN: 978-82-530-3109-5)	NA	Oslo	2008	Norwegian, Bokmål
211383	DRAGOMÁN György	A fehér király		2005	Budapest	norvég	Norway	NA	Den hvite kongen	Kemény Kari	NA	NA	Oslo	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Pax	212 s.	Hungarian	(ISBN: 978-82-02-28457-2, 978-82-530-3106-4); (ISBN: 978-82-02-28457-2, 978-82-530-3106-4)	NA	Oslo	2008	Norwegian, Bokmål
211386	Visky András	Aranylevél	verses, mesés kalendárium gyermekeknek; gyerek	1999	Kolozsvár	román	Romania	NA	Foi de aur : calendar de povestit în versuri	Drumaru Paul	NA	NA	Cluj-Napoca	2007	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Koinónia	48 p., il. color	Hungarian	(ISBN: 978-973-7605-66-5)	NA	Cluj-Napoca	2007	román
211387	ESTERHÁZY Péter	Harmonia caelestis		2000		román	Romania	NA	Harmonia caelestis	Pop Anamaria	NA	NA	Bucureşti	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Curtea Veche Publishing	809 p.	Hungarian	(ISBN: 978-973-669-593-3)	NA	Bucureşti	2008	román
211390	KÁNYÁDI Sándor	NA				román	Romania	NA	Monolog interior cu uşa deschisă : poezii	Drumaru Paul	NA	NA	Miercurea-Ciuc	2007	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Pallas-Akadémia	186 p.	Hungarian	(ISBN: 978-973-665-127-4)	NA	Miercurea-Ciuc	2007	román
211391	Mihály Fülöp	NA				román	Romania	NA	Pacea neterminată : Consiliul Miniştrilor Afacerilor Externe şi Tratatul de Pace cu Ungaria (1947)	Scarlat Ana	NA	NA	Iaşi	2007	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Institutul European	343, 4 p.	Hungarian	(ISBN: 978-973-611-454-0)	NA	Iaşi	2007	román
211392	BARTIS Attila	A séta		1995		román	Romania	NA	Plimbarea	Tabacu Marius	NA	NA	Iaşi	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Polirom	248 p.	Hungarian	(ISBN: 978-973-46-1008-2)	NA	Iaşi	2008	román
211393	DRAGOMÁN György	A fehér király		2005	Budapest	román	Romania	NA	Regele alb	Gábos Zoltán	NA	NA	Iaşi	2008	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Polirom	328 p.	Hungarian	(ISBN: 978-973-46-1009-9)	NA	Iaşi	2008	román
211394	Gal Matei	NA				román	Romania	NA	Tainica măreţie a speranţei : roman documentar	Bârlădeanu Veronica; Sârbu Alexandru	NA	NA	Bucureşti	2007	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Hasefer	516 p., il.	Hungarian	(ISBN: 978-973-630-162-9)	NA	Bucureşti	2007	román
211395	BARTIS Attila	A Nyugalom		2001		román	Romania	NA	Tihna	Pop Anamaria	NA	NA	Piteşti	2006	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Paralela 45	336 p.	Hungarian	(ISBN: 973-697-677-7)	NA	Piteşti	2006	román
211397	ARANY János	Toldi; Toldi estéje		1854		olasz	Italy	NA	Toldi e la sera di Toldi	Norsa U.	NA	NA	Lanciano	1931	NA	-1		NA	NA	FALSE	NA	it	NA	NA	Carabba	xii, 176 p.	Hungarian	NA	NA	Lanciano	1931	olasz
211403	Hankiss Ágnes	Széphistória				angol	UK	NA	A Hungarian romance : a novel	Roper-Evans Emma	NA	NA	London	1992	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Readers International	210p.	Hungarian	(ISBN: 0930523814, 0930523822); (ISBN: 0930523814, 0930523822)	NA	London	1992	angol
211404	LENGYEL Péter	Macskakő				angol	UK	NA	Cobblestone : a detective novel	Bátki John	NA	NA	London	1993	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Readers International	526p., music	Hungarian	(ISBN: 0930523865)	NA	London	1993	angol
211406	ARANY László	NA	gyerek			angol	UK	NA	The son of the white horse	NA	NA	NA	s. l.	1990	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Forum	25p.	Hungarian	(ISBN: 1872081053)	NA	s. l.	1990	angol
211408	ESTERHÁZY Péter	Hahn-Hahn grófnő pillantása		1992		angol	UK	NA	The glance of Countess Hahn-Hahn (down the Danube)	Aczel Richard	NA	NA	London	1994	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Weidenfeld & Nicolson	246p., maps	Hungarian	(ISBN: 0297840533)	NA	London	1994	angol
211412	PILINSZKY János	Beszélgetések Sheryl Suttonnal				angol	Hungary, UK	NA	Conversations with Sheryl Sutton : the novel of a dialogue	Jay Peter; Major Eva	NA	NA	Manchester−Budapest	1992	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Carcanet, Corvina	111p.	Hungarian	(ISBN: 0856358681, 9631337677); (ISBN: 0856358681, 9631337677)	NA	Manchester	1992	angol
211413	Rosner Árpád	Lecsitult vihar				angol	UK	NA	Abatated storm : with a selection of translations and poems in English	NA	NA	NA	London	1992	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Hungarian Cultural Centre Publications	150p.	Hungarian	(ISBN: 0951942905)	NA	London	1992	angol
211422	Bereményi Géza; Spiró György; Czakó Gábor	Források:	dráma			angol	Hungary	NA	Three contemporary Hungarian plays	NA	NA	NA	s. l.	1992	NA	-3		NA	NA	TRUE	NA	it	NA	NA	Forest	237p.	Hungarian	(ISBN: 1856100162, 9631334643); (ISBN: 1856100162, 9631334643)	NA	s. l.	1992	angol
211423	SZÉP Ernő	Emberszag		1945		angol	UK	NA	The smell of humans : a memoir of the holocaust in Hungary	Bátki John	NA	NA	London	1994	NA	NA		NA	NA	FALSE	NA	it	NA	NA	Central European University Press	xvi,173p.	Hungarian	(ISBN: 1858660114, 1858660149); (ISBN: 1858660114, 1858660149)	NA	London	1994	angol
